"off.rank" "school" "games" "off.points" "off.pass.cmp" "off.pass.att" "off.pass.pct" "off.pass.yds" "off.pass.td" "off.rush.att" "off.rush.yds" "off.rush.avg" "off.rush.td" "off.toff.plays" "off.toff.yds" "off.toff.avg" "off.fd.pass" "off.fd.rush" "off.fd.pen" "off.fd.tot" "off.pen.num" "off.pen.yds" "off.turn.fum" "off.turn.int" "off.turn.tot" "year" "def.rank" "def.points" "def.pass.cmp" "def.pass.att" "def.pass.pct" "def.pass.yds" "def.pass.td" "def.rush.att" "def.rush.yds" "def.rush.avg" "def.rush.td" "def.toff.plays" "def.toff.yds" "def.toff.avg" "def.fd.pass" "def.fd.rush" "def.fd.pen" "def.fd.tot" "def.pen.num" "def.pen.yds" "def.turn.fum" "def.turn.int" "def.turn.tot" "spec.rank" "kick.xpm" "kick.xpa" "kick.xpp" "kick.fgm" "kick.fga" "kick.fgp" "kick.pts" "punt.num" "punt.yds" "punt.avg" "kr.num" "kr.yds" "kr.avg" "kr.td" "pr.num" "pr.yds" "pr.avg" "pr.td"
42 "Cincinnati" 14 29.2 18.9 34.6 54.4 260.6 1.6 38.9 136.9 3.5 1.5 73.6 397.5 5.4 11.1 7.8 1.3 20.2 7.3 62.8 0.8 1.6 2.4 2002 43 23.5 15.7 30.5 51.5 179.9 0.9 38.4 138.1 3.6 1.6 68.9 318.1 4.6 8.9 7.7 1.1 17.7 6.8 52 1.2 1.2 2.4 21 3.1 3.3 95.7 1.4 1.6 82.6 7.2 4.9 180 37.1 3.3 62.8 19.1 0 2.7 21.3 7.8 0
43 "Iowa State" 14 28.9 17.9 32.4 55.1 236.3 1.1 39.6 145 3.7 2.1 72 381.3 5.3 10.9 7.4 1.6 19.9 5.1 40.8 0.7 1.3 2 2002 77 28.3 17.3 30.4 56.8 184.3 1.1 41.7 174.6 4.2 2.1 72.1 358.9 5 8.6 10.7 0.8 20.1 6 46.2 1.2 0.7 1.9 40 3.3 3.4 95.8 1.3 1.9 69.2 7.1 5.1 199.5 39.3 3.6 64.6 17.7 0 2.9 30.2 10.6 0.2
44 "Minnesota" 13 28.9 13.4 25.6 52.3 183.4 1.6 45.1 209.8 4.7 1.7 70.7 393.2 5.6 7.5 11 2 20.5 5.8 44.4 0.8 0.8 1.6 2002 48 24.5 15.6 28.2 55.3 178.6 0.9 41.1 176.8 4.3 2.2 69.3 355.4 5.1 8.7 9.5 1 19.2 6.1 54.5 1.1 0.5 1.6 58 3.2 3.2 100 1.5 1.6 95.2 7.8 4.6 175.5 38 3 56 18.7 0 4 30.9 7.7 0.2
45 "San Jose State" 13 28.9 22.3 37.2 60 263.4 1.8 31.5 112.2 3.6 1.4 68.7 375.6 5.5 11 6.5 2 19.5 7.5 70.9 1.2 1.3 2.5 2002 106 35.9 21.2 36.5 57.9 300.5 2.5 39.8 192.9 4.8 1.9 76.4 493.4 6.5 13.5 10.1 1.1 24.6 7.4 69.8 1.2 1.8 2.9 86 3.2 3.4 95.5 0.9 1.5 60 6 4.5 170.3 38.2 4.4 107.3 24.5 0.2 1.8 20.5 11.1 0
46 "Syracuse" 12 28.9 14.5 27.8 52.3 187.7 1 44 188.8 4.3 2.5 71.8 376.4 5.2 8.6 9.5 1.5 19.6 5.8 46.8 0.9 1.3 2.2 2002 98 33.8 18.6 32 58.1 303.8 1.8 41.4 171.9 4.2 2.2 73.4 475.7 6.5 11.4 7.8 1.7 20.9 8.7 68.9 1.5 0.8 2.3 93 3.2 3.4 92.7 0.9 1.7 55 5.9 5.8 225.6 39.2 4.5 93.2 20.7 0 2.6 35.1 13.6 0.2
47 "Illinois" 12 28.8 21.5 37.8 56.8 282.3 2.2 38.4 164 4.3 1.1 76.3 446.3 5.9 13.4 8.4 1 22.8 4.9 45.8 0.9 1.3 2.3 2002 56 25.6 18.9 33.7 56.2 230.3 1.1 43.8 190.2 4.3 1.9 77.5 420.5 5.4 10.8 9.7 1.5 21.9 5.8 46.2 0.9 0.7 1.6 37 3.3 3.3 100 1.2 1.6 73.7 6.8 4.8 179.7 37.8 2.5 55.3 22.1 0.1 2 23.7 11.8 0.2
48 "Louisville" 13 28.8 18.7 34.7 53.9 226.5 1.9 34.8 106.9 3.1 1.2 69.5 333.4 4.8 10.4 5.5 2.1 17.9 10.3 91.7 1.5 0.8 2.4 2002 47 24.5 15.8 32.8 48 206.9 1.6 39.5 113 2.9 1.2 72.4 319.9 4.4 9.6 5.8 2.8 18.2 8.4 69.8 0.5 0.7 1.2 49 3.1 3.2 97.6 0.9 1.5 63.2 5.8 6.4 231.5 36.3 3.9 86.2 22 0.2 4.2 55.1 13.3 0.3
49 "Texas A&M" 12 28.8 18.3 35.4 51.5 268 2.1 35.1 118.2 3.4 1.3 70.5 386.2 5.5 10.4 6.6 1.7 18.7 7 54.5 0.8 1.6 2.3 2002 42 23.3 19.1 33.4 57.1 207.5 1.4 39 130.9 3.4 1.2 72.4 338.4 4.7 9.4 7.6 1.2 18.2 6.1 55 1.2 1.3 2.5 97 3.3 3.5 92.9 1 1.8 54.5 6.3 5.7 244.3 43.1 3 59.3 19.8 0 2.4 20.2 8.3 0.1
50 "Virginia" 14 28.7 21.9 32 68.3 230.1 2.3 34.7 126.9 3.7 1.1 66.7 357.1 5.4 10.4 7.5 1.6 19.6 4.6 34.6 1 0.6 1.6 2002 50 24.9 18.7 30.9 60.5 215.7 1 45.7 208.9 4.6 1.8 76.6 424.6 5.5 10.1 11.3 1 22.4 6.6 59.7 1.6 1.1 2.6 109 3 3.4 89.4 0.9 1.3 66.7 5.6 4.7 164.2 34.8 3.5 77.4 22.1 0.1 2.8 27.5 9.9 0.1
51 "Colorado" 14 28.4 11.6 22.6 51.6 141.7 1.1 46.6 232.8 5 2 69.1 374.5 5.4 6.6 10.9 1.2 18.6 6.8 59.5 0.8 0.9 1.6 2002 39 23.2 18.1 32.4 56.1 195.6 1.1 39.9 170.1 4.3 1.8 72.2 365.7 5.1 9.4 8.9 2 20.3 5 39.1 1.1 1.1 2.1 23 3.2 3.4 93.8 0.8 1.9 42.3 5.6 5.1 240.9 46.8 2 45.8 22.9 0 2.5 31.1 12.4 0.1
52 "Alabama" 13 28.2 13.4 23.8 56.1 190.2 0.9 47.6 213.2 4.5 2.2 71.5 403.5 5.6 8.2 9.9 1.5 19.5 9.3 78.8 0.7 0.7 1.4 2002 5 15.4 14.2 28.8 49.5 177.2 0.8 30 80.2 2.7 0.8 58.8 257.3 4.4 8.2 4.9 1.8 15 7.5 55.5 1.2 1.4 2.5 3 3 3.2 95.1 1.4 2.2 64.3 7.2 4.6 185.5 40.2 2.2 43.3 19.4 0 3.5 28.9 8.4 0.1
53 "East Carolina" 12 27.9 16.7 34.2 48.8 214.8 1.3 36.6 124 3.4 1.7 70.8 338.8 4.8 9.5 7.4 2 18.9 4.7 37.2 0.8 1.8 2.6 2002 97 33.3 16.3 30.3 53.8 238.6 1.9 45.4 207.1 4.6 1.8 75.8 445.7 5.9 10.1 10.3 1.2 21.5 7 67 0.9 0.8 1.8 27 2.8 3 94.4 1.4 1.8 77.3 7.1 6.3 264.8 42.4 4.1 77.3 18.9 0 2.8 32.4 11.4 0.1
54 "Michigan" 13 27.8 19.9 36.3 54.9 232.8 1.6 38.8 148.4 3.8 1.9 75.2 381.2 5.1 11 8.2 0.9 20.1 5 38.3 0.8 0.5 1.3 2002 26 20.4 18.2 33.8 53.6 224.5 1.3 35.8 123.2 3.4 1.2 69.6 347.7 5 9.8 7.4 1.2 18.4 5.8 45.8 0.8 1.2 2 55 3.3 3.5 95.6 0.9 1.8 50 6.1 5.7 236.7 41.6 2.5 50.8 20.7 0 3.3 30.6 9.3 0
55 "Tulane" 13 27.8 18.8 33.7 55.9 203.5 1.5 36.5 109.4 3 1.1 70.2 312.9 4.5 10.1 7 1.9 19 6.8 61.7 0.8 0.8 1.6 2002 33 21.7 17.6 33.5 52.5 191.8 0.9 41 180.1 4.4 1.5 74.5 371.9 5 9.5 10 1.5 21 8.5 68.6 1.6 1.7 3.3 103 2.2 2.5 87.9 1.5 2.5 60.6 6.8 5.7 238.9 42 3.2 71.7 22.7 0.1 2.2 37.2 17.3 0.2
56 "Utah State" 11 27.7 23.5 44.3 53 308 1.9 27.5 84.5 3.1 1.3 71.7 392.5 5.5 12.1 5.5 1.5 19.1 8.5 77.6 1.2 1.5 2.6 2002 111 39.3 16.2 30.2 53.6 236.3 2 46.3 234.8 5.1 2.7 76.5 471.1 6.2 9.4 11.2 1.8 22.4 7.3 57 1 0.6 1.6 107 3 3.2 94.3 1.3 1.5 82.4 6.8 5.9 227.3 38.5 4.7 92.6 19.6 0 2.4 18.6 7.9 0.1
57 "Nevada" 12 27.6 24.3 39.8 61.2 296.3 2.3 35 137.8 3.9 1.3 74.8 434.2 5.8 13.8 7.4 2.7 23.8 6.9 57.7 0.7 1.4 2.1 2002 87 30.9 16.3 29.8 54.5 241.6 1.6 37.7 178 4.7 2.1 67.5 419.6 6.2 9.9 8.3 1.4 19.7 9.9 96.3 0.8 0.8 1.6 64 2.9 3.2 92.1 0.8 1.4 58.8 5.4 5.3 214.9 40.3 3.3 76.4 22.9 0 2.3 10.9 4.9 0
58 "Nebraska" 14 27.4 7.5 16.8 44.7 104.4 0.9 51.7 268.7 5.2 2.1 68.5 373.1 5.4 4.6 12.9 1.2 18.7 6.1 56 0.9 0.9 1.7 2002 45 23.9 16.5 32.8 50.3 215.3 0.9 39.2 146.6 3.7 1.8 72 361.9 5 9.4 8.6 1.4 19.4 6.4 48.3 0.6 0.9 1.5 63 3.4 3.4 97.9 1.1 1.4 80 6.8 5.4 225.4 42.1 3.4 76.5 22.3 0 3.6 59.3 16.3 0.4
59 "Wake Forest" 13 27.4 11.3 20.9 54 166.9 0.6 55.2 241.2 4.4 2.5 76.2 408.1 5.4 7.2 12.8 1.2 21.1 5.9 52.6 0.8 0.5 1.2 2002 53 25.2 18.6 31.8 58.6 232 1.7 38.3 158.2 4.1 1.3 70.1 390.2 5.6 10.6 9 1 20.6 5.2 44.5 1.6 1 2.6 111 2.8 3.1 92.5 1.3 2.1 63 6.8 4.7 189.1 40.3 2.9 51.8 17.7 0 3.2 28.5 9 0.1
60 "New Mexico State" 12 27.3 14.1 23 61.2 194.8 1.1 47.8 214.6 4.5 2.1 70.8 409.3 5.8 8.2 12 1.4 21.6 6.4 55.8 0.9 0.5 1.4 2002 68 27.3 17.5 28.3 61.9 201 1.3 35.6 160.6 4.5 2.2 63.8 361.6 5.7 9.2 9 0.9 19.1 6.8 53.4 0.8 0.6 1.4 67 2.7 2.8 97 1.4 1.9 73.9 6.9 3.7 133.1 36.3 3.7 69.8 19 0 2.3 22.9 10.2 0
61 "Akron" 12 27.1 22.1 33.7 65.6 246.8 1.5 40.8 157.5 3.9 2.1 74.4 404.3 5.4 11.6 9.5 2.1 23.2 7.4 67.4 1.2 1 2.2 2002 91 31.6 17.8 28.3 62.9 227.2 1.7 41 167.3 4.1 1.7 69.3 394.5 5.7 10.2 9.2 1.3 20.6 5.5 50.6 1.3 0.8 2.1 2 3.3 3.6 93 0.6 1.2 50 5.1 4.1 155.7 38.1 4.4 100.8 22.8 0 1.6 9.8 6.2 0
62 "Fresno State" 14 27 19 34.5 55.1 241.6 1.6 37 132.4 3.6 1.1 71.5 374 5.2 10.1 8.2 1.4 19.7 8.4 76.1 0.9 1 1.9 2002 65 27.1 18.1 32.9 55.2 245.1 1.5 40.6 159.6 3.9 1.6 73.4 404.7 5.5 10.6 8.9 2.1 21.6 7 61.6 0.9 1.4 2.3 31 3.1 3.1 100 1.6 2.1 76.7 8 5.6 219.8 39.4 3.3 60.7 18.5 0 2.9 25.4 8.9 0.1
63 "Mississippi" 13 27 21.8 37.4 58.2 264.4 1.6 31.8 94.3 3 1.5 69.2 358.7 5.2 12.8 6.3 1.8 21 5.6 47.7 0.7 1.2 1.8 2002 55 25.5 13.9 26.8 51.9 187.3 1.3 39.8 160 4 1.4 66.7 347.3 5.2 8.3 8.5 1.2 17.9 7.6 64.6 0.8 1.4 2.2 59 3.1 3.1 100 1.2 1.5 75 6.5 5.5 229.4 42 3.8 70 18.2 0 2.9 33.2 11.3 0.1
64 "Houston" 12 26.7 15.3 29.8 51.5 222.5 1.6 43.7 170.3 3.9 1.8 73.4 392.8 5.3 9.8 8.5 1.1 19.3 6.4 56.3 1.4 1.8 3.3 2002 94 32.8 18.3 32.8 55.8 269.3 2 36.4 134.1 3.7 1.7 69.3 403.4 5.8 10.8 7.1 1.4 19.3 6.5 59.6 1.1 0.8 1.9 35 2.7 2.9 91.4 1 1.2 85.7 5.7 5.2 200.9 38.9 4.5 92.2 20.5 0 2.6 20.9 8.1 0
65 "Louisiana Tech" 12 26.7 25.4 43.9 57.9 302.8 1.6 25.8 115.2 4.5 1.5 69.8 417.9 6 13 5.5 1 19.5 7.1 62.3 0.8 1.6 2.4 2002 104 35.5 19.8 31.9 62.1 264.4 2 43 176.8 4.1 2.5 74.9 441.2 5.9 10 10 2.5 22.5 6.3 47.8 0.9 0.4 1.3 46 2.5 2.9 85.7 1.3 1.8 76.2 6.5 5.5 201 36.5 4.3 92.8 21.4 0 3.3 27.3 8.4 0.1
66 "Wisconsin" 14 26.6 12.2 23 53.1 164.5 1.1 46.1 190.2 4.1 2.1 69.1 354.7 5.1 7.1 10.6 2.2 20 5.8 45.3 0.6 0.6 1.2 2002 38 23 16.9 30.9 54.9 224.2 1.6 36.9 148.7 4 1 67.7 372.9 5.5 9.3 7.7 1 18 7.6 65 0.9 1.6 2.5 116 3.1 3.1 97.7 1.1 1.6 65.2 6.3 5.5 198.6 36.1 3.1 60.9 19.4 0 3.1 34.8 11.3 0.1
67 "Arkansas" 14 26.4 10.6 21.4 49.5 134.6 1.3 45.9 218.9 4.8 1.6 67.3 353.6 5.3 6.2 10.6 1.3 18.1 8.1 71.6 0.4 0.9 1.4 2002 25 19.8 19.1 34.5 55.3 234.5 1.2 36 113.6 3.2 0.8 70.5 348.1 4.9 9.6 7.4 2.1 19.1 7 56 1.2 1.4 2.6 7 3 3.1 97.7 1.3 1.8 72 6.9 5.3 194.9 36.9 3 62.3 20.8 0 2.6 31.4 11.9 0.1
68 "Michigan State" 12 26.3 17.3 31.4 55.2 228.6 2 35.8 142.4 4 1.2 67.3 371 5.5 9.8 8.7 2.1 20.5 6.7 62.4 0.8 1.4 2.2 2002 96 33.2 13.8 27.8 49.4 188.8 1.8 45.2 213.8 4.7 2.2 73 402.7 5.5 8 11.3 1.4 20.7 6.1 52.7 0.5 1.1 1.6 56 3 3.1 97.3 0.8 1.3 62.5 5.5 5.5 222.3 40.4 4.6 87.1 19 0 3.3 28.4 8.5 0.1
69 "Florida" 13 25.8 22.7 39.8 57.1 270.7 1.7 35.8 136.2 3.8 1.5 75.5 406.9 5.4 12.9 8.1 2.2 23.2 7 54.8 0.6 1.4 2 2002 31 21.5 14.2 27.8 51.1 162.4 1.1 40.5 163.2 4 1.1 68.3 325.5 4.8 6.9 8.6 0.5 16.1 8 60 0.8 0.5 1.3 29 2.5 3 84.6 0.7 1.2 60 4.6 5.8 211.2 36.1 2.6 47.5 18.2 0 2.9 30.5 10.4 0
70 "Pittsburgh" 13 25.5 14.9 28.5 52.3 215.1 1.7 42.1 143.1 3.4 1.2 70.6 358.2 5.1 9.8 8.6 1.4 19.8 5.9 56 0.8 0.9 1.8 2002 14 17.8 16.2 30.8 52.5 178.5 0.6 36.8 117.5 3.2 1.3 67.5 296 4.4 9 6.1 1.5 16.5 7.2 60.8 1.4 1.2 2.5 81 2.7 3 89.7 1.2 1.8 66.7 6.4 5.8 243.5 41.7 3.1 67.5 22 0 3.3 23.3 7 0.1
71 "Clemson" 13 25.4 20.6 35.5 58 242.8 1.2 35.2 120.7 3.4 1.7 70.8 363.5 5.1 10.1 8.1 1.7 19.8 6.2 59.2 1.2 1 2.2 2002 62 26.8 17.9 29.9 59.9 197.2 1.5 40.8 158.2 3.9 1.3 70.7 355.4 5 8.4 8.1 2.2 18.7 6.8 59.8 0.7 1.6 2.3 22 2.8 2.9 97.4 1.3 1.7 77.3 6.8 5 180 36 4 97.2 24.3 0.1 3.2 33.6 10.4 0
72 "Memphis" 12 25.3 20.1 37.7 53.3 239 2 32.5 115.8 3.6 1.3 70.2 354.8 5.1 11.7 6.5 2.3 20.4 5.8 46.4 1.3 1.7 3 2002 67 27.3 16.8 28 60.1 165.8 1.2 44.8 197.1 4.4 1.8 72.8 362.8 5 8.1 11.7 0.9 20.7 8 70.3 0.8 1 1.8 52 2.7 3.1 86.5 0.8 1.2 64.3 4.9 5.3 206.3 38.7 4 80.3 20.1 0 3.7 29 7.9 0
73 "Western Michigan" 12 25.3 20.3 38.9 52.2 256.1 1.5 32.8 107.3 3.3 1.1 71.7 363.3 5.1 10.4 5.9 1.4 17.8 7.2 56.9 1.1 1.8 2.9 2002 70 27.5 16.3 30.2 53.9 179.5 1.8 40.3 151.2 3.8 1.3 70.4 330.7 4.7 8.3 8.8 1 18.1 6.9 52.8 0.8 1.2 1.9 115 2.8 2.8 100 1.3 1.9 65.2 6.6 5.4 191.6 35.4 3.7 83.9 22.9 0.2 3.3 44.5 13.4 0.2
74 "Ohio" 12 24.9 7 13.3 52.5 87.4 0.5 54.1 239.8 4.4 2.5 67.4 327.3 4.9 3.6 12.4 1.4 17.4 4.4 41.8 1.3 0.8 2.1 2002 88 31.2 17.4 30 58.1 224.1 2 37.8 153.7 4.1 1.9 67.8 377.8 5.6 10.8 9.1 1 20.9 5.7 49.1 0.9 1.2 2.1 74 2.6 3 86.1 0.8 1.3 62.5 5.1 4.6 188.2 41.1 4.8 92.9 19.6 0 2.3 24.2 10.4 0.1
75 "Louisiana State" 13 24.8 11.9 25 47.7 153.1 1.2 42.9 196.9 4.6 1.5 67.9 350 5.2 6.8 9.8 1.9 18.5 7.1 56.9 1.4 0.6 2 2002 15 18.3 12.5 27.8 45.2 152.7 1 35.7 134.1 3.8 1.2 63.5 286.8 4.5 6.9 6.8 1.6 15.4 6 52.8 0.6 1.3 1.9 45 2.6 2.7 97.1 1.3 1.8 70.8 6.5 5.3 220.7 41.6 2.9 70.3 24.1 0 3.2 43.8 13.9 0.1
76 "Middle Tennessee State" 12 24.8 12.3 21.3 57.8 154 0.5 44 208.7 4.7 2.5 65.3 362.7 5.6 5 11.3 1.9 18.2 7 62.5 1.1 0.7 1.8 2002 71 27.7 17.8 28.9 61.4 229.1 1.6 39.7 171.7 4.3 1.7 68.6 400.8 5.8 9.6 8.7 1.4 19.7 9.5 79.2 0.9 0.8 1.8 57 2.6 2.7 96.9 0.8 1.1 76.9 5.1 5.3 216.6 41.3 3.3 55 16.5 0 2.3 13.9 6 0.1
77 "New Mexico" 14 24.4 13.7 25.1 54.5 145.5 1.1 42.4 178.9 4.2 1.9 67.5 324.4 4.8 6.3 9.1 1.1 16.5 7.2 61.1 1.1 0.7 1.9 2002 57 25.6 17.4 32.3 54 217.9 1.8 36.6 114.9 3.1 1.1 68.9 332.8 4.8 8.9 6.4 1.9 17.2 5.1 45.3 0.9 1.1 2 66 2.9 3.1 93 0.4 0.7 50 3.9 5.9 232.9 39.8 2.9 57.4 19.6 0 2.4 27.3 11.2 0.1
78 "Nevada-Las Vegas" 12 24.3 14.1 28.8 49 195.1 1.2 41.5 214.4 5.2 1.8 70.3 409.5 5.8 9.6 9.4 1.6 20.6 7.8 65.5 1.1 1 2.1 2002 84 30.5 18.3 32.4 56.3 234.7 1.8 40.1 159.1 4 1.7 72.5 393.8 5.4 10.4 8.9 2 21.3 6.5 57.1 0.8 0.8 1.5 65 2.8 2.8 97.1 0.6 1.1 53.8 4.5 5.8 223.3 38.3 3.8 72.7 19 0 2.7 18.8 7.1 0
79 "Navy" 12 24.2 6.2 13.4 46 98.7 0.4 54.3 270.8 5 2.8 67.8 369.4 5.5 4.1 13.8 1 18.8 4.3 31.8 2.1 0.8 2.9 2002 108 36.3 15.8 23.9 65.9 220.3 2 46.8 202.5 4.3 2.3 70.8 422.8 6 9 12.3 0.7 22 5.6 52.5 1.3 0.4 1.8 62 2.8 3 94.4 0.5 0.8 66.7 4.3 4 158 39.5 4.9 98.9 20.1 0 1.3 8.4 6.3 0
80 "Wyoming" 12 24 23.3 39.3 59.2 279.8 2.1 32.3 100 3.1 1.1 71.5 379.8 5.3 12.5 7.3 1.3 21.1 4.2 33.8 0.5 1.5 2 2002 107 36 21.8 33.8 64.5 285.1 1.8 44.8 205.8 4.6 2.5 78.6 490.8 6.2 14.1 10.8 0.9 25.8 5.3 47.1 1.1 0.8 1.8 117 2 2.7 75 0.3 0.7 50 3 5 207.8 41.6 4.3 82.3 19.4 0 1.3 11 8.3 0.1
81 "Eastern Michigan" 12 23.8 20.7 36.8 56.2 246.8 1.9 32.6 113.8 3.5 1.3 69.3 360.6 5.2 11.9 6.1 1 19 5.4 41.1 1 1.8 2.8 2002 117 47.2 14.9 23.4 63.7 225.8 2.3 48 294.1 6.1 3.8 71.4 519.9 7.3 8.9 14.8 0.8 24.5 4.3 36.9 0.6 0.3 0.9 28 3.1 3.3 94.9 0.3 0.8 33.3 3.8 5.4 224.1 41.4 5.7 97.6 17.2 0 1.8 19.3 11 0.1
82 "Idaho" 12 23.8 25.2 42.7 59 289.6 1.9 33 115 3.5 1.2 75.7 404.6 5.3 13.6 7 1.8 22.4 6.6 61.9 0.8 1.5 2.3 2002 105 35.7 17.3 29.5 58.8 274.4 1.8 40.8 190.2 4.7 2.7 70.3 464.6 6.6 11 9.9 1.3 22.3 7.7 74.8 0.5 0.7 1.2 36 3 3 100 0.6 1.4 41.2 4.8 4.7 194.8 41.8 4.8 102.9 21.3 0 2.8 28.4 10 0.1
83 "San Diego State" 13 23.8 27.1 44.9 60.3 330.9 1.8 28.5 72.9 2.6 0.7 73.4 403.8 5.5 14.5 5.2 1.9 21.6 6.3 52.7 1.3 0.8 2.1 2002 92 31.6 18.7 33.5 55.9 239.7 2.4 43.7 171.2 3.9 1.5 77.2 410.8 5.3 10.7 10 1.8 22.5 6.1 51.2 1 1.1 2.1 85 2.5 2.8 88.9 1.3 2.2 60.7 6.4 5 196.1 39.2 3.5 71.6 20.2 0 2.8 29.2 10.5 0.2
84 "Ball State" 12 23.2 16.6 29 57.2 178.7 1.7 41.6 162.9 3.9 1.3 70.6 341.6 4.8 8.3 9.5 1.9 19.8 5.1 40.7 0.8 1.3 2.2 2002 73 27.8 20.5 32.5 63.1 236.2 1.8 36.6 169.1 4.6 1.8 69.1 405.3 5.9 10.1 9.3 1.4 20.8 7.1 64.8 0.9 0.8 1.8 11 2.6 2.8 93.9 0.8 1.1 69.2 4.8 5.1 205.1 40.3 4.1 73.8 18.1 0 1.8 21.3 11.6 0
85 "Rice" 11 23 6.1 13.7 44.4 99.2 0.5 55.1 247.7 4.5 2.2 68.8 346.9 5 3.6 14.5 1 19.2 5.5 44.5 1.3 0.6 1.9 2002 63 26.9 20.2 33 61.2 242.1 2.1 37.9 143 3.8 1.3 70.9 385.1 5.4 11.5 8.4 1.3 21.1 6.4 51.8 1.2 0.7 1.9 83 2.8 3 93.9 0.7 1.4 53.3 5 5.5 215.9 39.6 3 56.3 18.8 0 2.3 17.2 7.6 0.2
86 "Tennessee" 13 22.8 16.8 27.4 61.2 202.7 1.1 39.8 150.5 3.8 1.5 67.2 353.2 5.3 9 8.9 0.8 18.7 7.3 58.5 1.2 0.5 1.8 2002 12 17.5 13.1 26.8 48.7 156.2 0.7 37.8 128.6 3.4 0.9 64.6 284.8 4.4 6.4 8.2 1.6 16.2 5.8 44.1 1 0.9 1.9 95 2.2 2.4 90.3 1.2 1.9 64 5.8 5.2 221.8 42.4 2.8 65.8 23.1 0.1 3.3 33.5 10.1 0
87 "Brigham Young" 12 22.7 23.1 41.8 55.3 260.8 1.3 35 121.1 3.5 1.4 76.8 381.8 5 12.5 6.9 1.1 20.5 8.3 64.9 1.2 1.8 2.9 2002 74 27.8 16.3 31.4 52 206.9 0.8 43.2 177.8 4.1 2.4 74.6 384.7 5.2 9.3 9.8 1.8 20.9 4.8 41.7 0.8 1.5 2.3 16 2.3 2.5 90 1.1 1.3 81.3 5.5 4.3 202.3 46.7 3 63 21 0 2.1 23 11 0
88 "Northwestern" 12 22.7 21.8 37.6 57.9 232 0.8 36.4 157 4.3 2.1 74 389 5.3 10.8 8.6 1.3 20.7 7.3 65.3 1.2 1.2 2.3 2002 113 41.1 12 19.9 60.3 188.8 1.7 57.8 313.6 5.4 3.3 77.8 502.3 6.5 7.4 16.2 1.3 24.9 5.3 46 1.2 0.7 1.8 72 2.5 2.7 93.8 0.8 1.6 52.6 5 5.7 228.1 40.3 4.3 102.4 24.1 0.1 2.2 12.8 5.9 0
89 "Utah" 11 22.6 19.5 34.6 56.4 208.3 1.5 40.2 163.9 4.1 1.4 74.8 372.2 5 9.1 9.3 1.7 20.1 7.4 68.2 1.1 1.2 2.3 2002 29 20.5 18 34.4 52.4 227.3 1.5 35.5 104.8 2.9 0.9 69.9 332.1 4.8 9.6 6.5 2.3 18.4 5.6 47.4 1.1 1.1 2.2 106 2.4 2.7 86.7 1 1.9 52.4 5.4 6.1 248.2 40.7 2.4 54.5 23 0 3 33.6 11.2 0
90 "Alabama-Birmingham" 12 22.3 14.1 28.9 48.7 184.5 1.3 38.2 130.2 3.4 1 67.1 314.7 4.7 8 8.1 1.5 17.6 8.3 65.8 1.3 0.8 2 2002 86 30.8 17 30.2 56.4 228.2 1.6 41.3 154 3.7 1.8 71.5 382.2 5.3 10.1 8.5 1.8 20.3 5 41.9 0.8 1.3 2.1 4 2.4 2.4 100 1.4 1.8 77.3 6.7 6.6 263.9 40.1 4.6 100.9 22 0 2.3 24.5 10.5 0.1
91 "Central Michigan" 12 22.3 16.2 31.2 51.9 166.2 0.8 46.3 206.1 4.4 1.8 77.5 372.3 4.8 9 9.8 0.8 19.6 4.8 38.9 0.8 0.7 1.5 2002 93 32 20.8 32.8 63.4 264.4 1.9 39.4 140.8 3.6 1.8 72.2 405.3 5.6 11.3 8.1 1.3 20.7 5.9 53.8 0.8 1 1.8 20 2.3 2.6 87.1 1.2 1.7 70 5.8 6.1 234.6 38.6 4 74.3 18.6 0 1.7 13.6 8.2 0
92 "Notre Dame" 13 22.3 13.2 26.2 50.4 174.2 0.8 40.6 139.4 3.4 1.2 66.8 313.5 4.7 6.5 7.6 1.3 15.5 6.1 53.5 1.2 1 2.2 2002 9 16.7 17.2 34.8 49.3 204.8 0.9 33.8 95.2 2.8 0.8 68.5 300 4.4 9.7 5.8 1.2 16.7 7.2 58.2 0.9 1.6 2.5 73 2.5 2.5 100 1.1 1.9 56 5.7 6.1 236.1 38.8 2.9 67.5 23.1 0.1 4.1 39.8 9.8 0.2
93 "Southern Mississippi" 13 21.7 14.3 28.5 50.1 188.5 0.8 40.2 143.7 3.6 1.5 68.8 332.2 4.8 8 8.2 1.8 18 7.4 56.6 1.5 0.8 2.3 2002 16 18.3 13.6 29.2 46.7 168.8 0.5 43.7 167.4 3.8 1 72.8 336.2 4.6 7.7 8.6 1.1 17.4 8.3 67.7 0.8 1.2 2.1 91 2.4 2.4 100 1.2 2 57.7 5.8 6.2 258 41.4 3.5 72.6 20.5 0 2.6 31.9 12.2 0
94 "Georgia Tech" 13 21.5 18.4 33.5 54.9 211.1 1.2 38.5 163.6 4.3 1.5 71.9 374.7 5.2 9.2 8.4 1.8 19.5 7.3 60.9 0.8 1.5 2.3 2002 27 20.5 18.1 33.8 53.4 221.1 0.8 37.4 134.6 3.6 1.2 71.2 355.7 5 9.3 7.2 1.1 17.5 6.8 57.8 0.8 0.8 1.7 33 2.5 2.5 100 0.9 1.5 60 5.2 5.7 227.4 39.9 3.3 64.5 19.5 0 4 40.3 10.1 0
