"Rank1" "espnNames" "conference" "signed" "espn150" "five" "four" "three" "off" "def" "specTeams" "athletes" "year" "espn300" "Score"
7 "Iowa State" "Big 12" 32 0 1 1 1 16 16 0 0 2006 NA 12
7 "Minnesota" "Big Ten" 31 1 1 1 1 9 14 0 8 2008 NA 12
7 "Oklahoma" "Big 12" 29 7 2 2 2 12 11 0 6 2010 NA 24
7 "Eastern Illinois" "NCAA Division I-AA" 1 0 1 1 1 1 0 0 0 2007 NA 12
7 "McNeese State" "NCAA Division I-AA" 19 0 1 1 1 9 10 0 0 2008 NA 12
7 "Southern Illinois" "NCAA Division I-AA" 22 0 2 2 2 11 10 1 0 2010 NA 24
7 "Richmond" "NCAA Division I-AA" 14 0 2 2 2 0 0 0 0 2009 NA 24
7 "Eastern Washington" "NCAA Division I-AA" 20 0 2 2 16 8 10 0 2 2012 NA 66
7 "Sam Houston State" "NCAA Division I-AA" 19 0 2 2 3 10 7 1 1 2013 0 27
7 "Ole Miss" "SEC" 28 5 4 5 7 15 7 1 3 2013 10 61
7 "Florida A&M" "NCAA Division I-AA" 23 0 2 2 2 17 5 0 1 2011 NA 24
70 "Central Michigan" "Mid-American" 23 0 2 2 9 12 9 1 1 2012 NA 45
70 "Florida State" "ACC" 22 7 3 6 20 8 11 0 2 2013 12 99
70 "Illinois" "Big Ten" 22 3 1 1 1 10 12 0 0 2007 NA 12
70 "Mississippi State" "SEC" 23 0 2 2 8 12 7 0 4 2011 NA 42
70 "Southern Miss" "Conference USA" 22 0 2 2 2 13 8 0 1 2009 NA 24
70 "UCF" "Conference USA" 23 0 2 2 2 13 7 0 3 2010 NA 24
70 "Vanderbilt" "SEC" 21 0 1 1 1 5 13 1 2 2008 NA 12
70 "Wisconsin" "Big Ten" 23 2 1 1 1 15 8 0 0 2006 NA 12
70 "Lehigh" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
70 "Morehead State" "NCAA Division I-AA" 2 0 2 2 2 2 0 0 0 2012 NA 24
71 "Army" "IA Independents" 23 0 2 2 14 7 12 2 2 2012 NA 60
71 "Illinois" "Big Ten" 23 0 2 2 2 15 7 0 1 2010 NA 24
71 "Indiana" "Big Ten" 23 0 2 2 4 11 10 0 2 2011 NA 30
71 "Iowa" "Big Ten" 22 2 1 1 1 11 11 0 0 2007 NA 12
71 "Kent State" "Mid-American" 21 0 1 1 1 11 8 1 1 2008 NA 12
71 "UAB" "Conference USA" 23 0 1 1 1 15 8 0 0 2006 NA 12
71 "Washington" "Pac-12" 22 3 2 15 6 8 10 1 2 2013 5 88
71 "Washington State" "Pac-12" 22 0 2 2 2 7 13 0 2 2009 NA 24
71 "Illinois State" "NCAA Division I-AA" 2 0 2 2 2 2 0 0 0 2012 NA 24
71 "Monmouth" "NCAA Division I-AA" 1 0 2 2 2 0 1 0 0 2011 NA 24
72 "Ball State" "Mid-American" 22 0 2 2 2 12 8 0 2 2009 NA 24
72 "Boise State" "Mountain West" 23 0 2 2 22 10 10 1 2 2011 NA 84
72 "Brigham Young" "IA Independents" 21 0 1 1 1 10 10 1 0 2008 NA 12
72 "Colorado" "Pac-12" 23 0 1 1 1 12 10 0 1 2006 NA 12
72 "Florida International" "Sun Belt" 23 1 2 2 2 8 13 1 1 2010 NA 24
72 "Kentucky" "SEC" 22 0 2 13 8 9 9 1 2 2013 2 86
72 "Michigan State" "Big Ten" 22 1 1 1 1 14 7 1 0 2007 NA 12
72 "UTEP" "Conference USA" 23 0 2 2 4 10 12 0 1 2012 NA 30
72 "Eastern Illinois" "NCAA Division I-AA" 2 0 2 2 2 0 2 0 0 2012 NA 24
72 "Yale" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
73 "Arkansas State" "Sun Belt" 23 0 1 1 1 7 15 1 0 2006 NA 12
73 "Connecticut" "Big East" 23 0 2 2 2 9 10 0 4 2010 NA 24
73 "Houston" "Conference USA" 23 0 2 2 20 9 12 0 2 2011 NA 78
73 "Louisiana-Monroe" "Sun Belt" 21 0 1 1 1 12 8 0 1 2008 NA 12
73 "New Mexico State" "WAC" 22 0 2 2 2 11 9 0 2 2009 NA 24
73 "Rutgers" "Big East" 22 0 2 11 11 8 8 0 6 2013 2 87
73 "Southern Methodist" "Conference USA" 22 1 1 1 1 13 7 0 2 2007 NA 12
73 "Wyoming" "Mountain West" 23 0 2 2 19 13 9 1 0 2012 NA 75
73 "Wagner" "NCAA Division I-AA" 2 0 2 2 2 1 1 0 0 2012 NA 24
73 "Murray State" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
74 "Akron" "Mid-American" 23 0 2 2 2 14 6 0 3 2010 NA 24
74 "Auburn" "SEC" 22 5 2 14 8 13 7 0 2 2012 NA 90
74 "Ball State" "Mid-American" 21 0 1 1 1 9 9 2 1 2008 NA 12
74 "Bowling Green" "Mid-American" 22 0 2 2 2 10 10 0 2 2009 NA 24
74 "Louisiana-Monroe" "Sun Belt" 23 0 1 1 1 14 8 1 0 2006 NA 12
74 "Tulane" "Conference USA" 22 0 1 1 1 12 9 1 0 2007 NA 12
74 "Tulsa" "Conference USA" 23 0 2 2 19 11 9 0 3 2011 NA 75
74 "Virginia" "ACC" 22 1 2 12 10 14 8 0 0 2013 1 88
74 "Texas Southern" "SWAC" 1 0 2 2 3 1 0 0 0 2012 NA 27
74 "Dartmouth" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
75 "Boise State" "Mountain West" 21 0 1 1 1 12 8 0 1 2008 NA 12
75 "Maryland" "ACC" 22 3 1 1 1 13 9 0 0 2006 NA 12
75 "Miami (OH)" "Mid-American" 23 0 2 2 2 11 9 1 2 2010 NA 24
75 "San Diego State" "Mountain West" 22 0 1 1 1 11 11 0 0 2007 NA 12
75 "Stanford" "Pac-12" 22 6 2 14 9 12 9 0 1 2012 NA 93
75 "TCU" "Big 12" 22 0 2 9 10 7 9 0 4 2013 1 76
75 "UNLV" "Mountain West" 22 0 2 2 2 10 11 0 1 2009 NA 24
75 "Western Michigan" "Mid-American" 23 0 2 2 14 13 9 0 1 2011 NA 60
75 "Jackson State" "SWAC" 1 0 2 2 3 1 0 0 0 2012 NA 27
75 "Columbia" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
76 "Eastern Michigan" "Mid-American" 23 0 2 2 2 11 12 0 0 2010 NA 24
76 "Idaho" "WAC" 22 0 1 1 1 11 11 0 0 2007 NA 12
76 "Maryland" "ACC" 22 0 2 12 8 9 11 0 1 2013 0 82
76 "Ohio" "Mid-American" 22 0 2 2 2 14 7 0 1 2009 NA 24
76 "San Jose State" "WAC" 23 0 2 2 14 10 9 0 4 2011 NA 60
76 "Tennessee" "SEC" 22 2 2 12 8 8 10 1 3 2012 NA 82
76 "Utah State" "WAC" 21 0 1 1 1 12 8 0 1 2008 NA 12
76 "Washington" "Pac-12" 22 1 1 1 1 10 12 0 0 2006 NA 12
76 "South Dakota State" "NCAA Division I-AA" 1 0 2 2 3 1 0 0 0 2012 NA 27
76 "South Dakota" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
77 "Cincinnati" "Big East" 22 0 2 3 7 9 9 0 1 2013 1 43
77 "Duke" "ACC" 22 0 1 1 1 12 9 1 0 2007 NA 12
77 "Georgia" "SEC" 21 8 2 2 2 10 8 1 2 2009 NA 24
77 "UCLA" "Pac-12" 22 1 1 1 1 15 6 1 0 2006 NA 12
77 "UCLA" "Pac-12" 22 7 2 2 2 8 12 1 1 2010 NA 24
77 "UNLV" "Mountain West" 23 0 2 2 14 10 10 1 2 2011 NA 60
77 "USC" "Pac-12" 20 10 1 1 1 8 9 0 3 2008 NA 12
77 "Vanderbilt" "SEC" 22 1 2 3 15 8 10 1 3 2012 NA 67
77 "Arkansas-Pine Bluff" "SWAC" 1 0 2 2 3 0 1 0 0 2012 NA 27
77 "Delaware State" "NCAA Division I-AA" 1 0 2 2 2 0 0 0 1 2011 NA 24
78 "Cincinnati" "Big East" 22 0 1 1 1 15 6 0 1 2007 NA 12
78 "Michigan State" "Big Ten" 22 0 2 3 11 14 7 0 1 2012 NA 55
78 "New Mexico State" "WAC" 22 0 2 3 3 10 12 0 0 2013 0 31
78 "Ohio State" "Big Ten" 20 8 1 1 1 9 9 1 1 2008 NA 12
78 "Stanford" "Pac-12" 22 3 2 2 2 9 10 1 2 2010 NA 24
78 "Syracuse" "Big East" 22 1 1 1 1 15 7 0 0 2006 NA 12
78 "UTEP" "Conference USA" 23 0 2 2 14 12 10 0 1 2011 NA 60
78 "Virginia Tech" "ACC" 21 2 2 2 2 6 10 1 4 2009 NA 24
78 "Duquesne" "NCAA Division I-AA" 1 0 2 2 2 0 1 0 0 2011 NA 24
78 "Howard" "NCAA Division I-AA" 1 0 2 2 3 0 1 0 0 2012 NA 27
79 "Akron" "Mid-American" 22 0 1 1 1 10 12 0 0 2007 NA 12
79 "Georgia Tech" "ACC" 20 0 1 1 1 11 8 0 1 2008 NA 12
79 "Georgia Tech" "ACC" 21 0 2 2 2 9 11 0 1 2009 NA 24
79 "Kansas" "Big 12" 22 0 2 2 21 12 9 0 1 2012 NA 81
79 "Nebraska" "Big Ten" 22 1 2 2 2 9 11 0 2 2010 NA 24
79 "New Mexico State" "WAC" 23 0 2 2 2 12 8 0 3 2011 NA 24
79 "Ohio" "Mid-American" 22 0 2 2 3 8 13 0 1 2013 0 27
79 "UCF" "Conference USA" 22 0 1 1 1 13 9 0 0 2006 NA 12
79 "Eastern Kentucky" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
79 "Southeast Missouri State" "NCAA Division I-AA" 1 0 2 2 3 0 1 0 0 2012 NA 27
8 "Army" "IA Independents" 33 0 2 2 3 17 14 0 2 2011 NA 27
8 "Baylor" "Big 12" 30 0 1 1 1 15 13 2 0 2007 NA 12
8 "Boise State" "Mountain West" 28 0 2 9 23 11 14 1 2 2013 0 115
8 "Florida International" "Sun Belt" 31 0 2 2 13 12 17 1 1 2012 NA 57
8 "Illinois" "Big Ten" 30 3 1 1 1 15 14 1 0 2006 NA 12
8 "Mississippi" "SEC" 30 0 1 1 1 17 10 0 2 2008 NA 12
8 "South Florida" "Big East" 29 1 2 2 2 10 15 0 4 2009 NA 24
8 "Troy" "Sun Belt" 29 0 2 2 2 13 12 0 4 2010 NA 24
8 "Montana" "NCAA Division I-AA" 21 0 2 2 2 9 9 2 1 2011 NA 24
8 "Weber State" "NCAA Division I-AA" 22 0 2 2 2 14 5 1 2 2010 NA 24
8 "Liberty" "NCAA Division I-AA" 1 0 1 1 1 1 0 0 0 2007 NA 12
8 "Southern Illinois" "NCAA Division I-AA" 19 0 1 1 1 10 8 1 0 2008 NA 12
8 "Villanova" "NCAA Division I-AA" 20 0 2 2 18 8 11 0 1 2012 NA 72
8 "Villanova" "NCAA Division I-AA" 12 0 2 2 2 0 0 0 0 2009 NA 24
8 "Eastern Washington" "NCAA Division I-AA" 17 0 2 2 3 9 7 1 0 2013 0 27
80 "Idaho" "WAC" 22 0 1 1 1 7 14 1 0 2006 NA 12
80 "Idaho" "WAC" 23 0 2 2 3 11 10 0 2 2011 NA 27
80 "Maryland" "ACC" 22 1 2 2 2 6 13 0 3 2010 NA 24
80 "Miami (OH)" "Mid-American" 22 0 2 2 3 8 10 0 3 2013 0 27
80 "Northwestern" "Big Ten" 22 1 2 3 12 13 7 0 1 2012 NA 58
80 "Oregon" "Pac-12" 20 1 1 1 1 11 6 0 3 2008 NA 12
80 "Penn State" "Big Ten" 21 3 1 1 1 12 8 1 0 2007 NA 12
80 "Wisconsin" "Big Ten" 21 1 2 2 2 11 8 0 2 2009 NA 24
80 "Bucknell" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
80 "Tennessee State" "NCAA Division I-AA" 1 0 2 2 3 1 0 0 0 2012 NA 27
81 "Arkansas State" "Sun Belt" 21 0 2 2 2 10 9 0 2 2009 NA 24
81 "Iowa" "Big Ten" 22 1 2 2 2 7 10 1 4 2010 NA 24
81 "Maryland" "ACC" 20 2 1 1 1 12 7 0 1 2008 NA 12
81 "Miami (OH)" "Mid-American" 22 0 1 1 1 8 13 1 0 2006 NA 12
81 "Oklahoma" "Big 12" 21 1 1 1 1 12 8 1 0 2007 NA 12
81 "Southern Methodist" "Conference USA" 22 0 2 3 10 7 13 0 2 2012 NA 52
81 "Texas" "Big 12" 22 7 3 6 21 11 9 0 2 2011 NA 102
81 "Wyoming" "Mountain West" 22 0 2 2 14 9 11 0 1 2013 0 60
81 "Weber State" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2012 NA 24
81 "Butler" "NCAA Division I-AA" 1 0 2 2 2 0 0 1 0 2011 NA 24
82 "California" "Pac-12" 22 5 2 15 5 9 12 0 1 2011 NA 85
82 "Idaho" "WAC" 22 0 2 2 22 12 8 1 1 2012 NA 84
82 "Kansas" "Big 12" 20 0 1 1 1 11 7 1 1 2008 NA 12
82 "Miami (FL)" "ACC" 21 4 1 1 1 12 8 1 0 2006 NA 12
82 "North Texas" "Sun Belt" 22 0 2 2 2 9 12 1 0 2010 NA 24
82 "Rutgers" "Big East" 21 2 1 1 1 8 12 1 0 2007 NA 12
82 "South Carolina" "SEC" 21 2 2 19 4 9 11 0 1 2013 4 98
82 "Wake Forest" "ACC" 21 0 2 2 2 7 10 1 3 2009 NA 24
82 "Coastal Carolina" "NCAA Division I-AA" 1 0 2 2 2 0 1 0 0 2011 NA 24
82 "Fordham" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2012 NA 24
83 "Louisiana Tech" "WAC" 21 0 1 1 1 7 14 0 0 2007 NA 12
83 "Louisiana-Monroe" "Sun Belt" 22 0 2 2 2 11 11 0 0 2010 NA 24
83 "Memphis" "Conference USA" 20 0 1 1 1 11 8 0 1 2008 NA 12
83 "Nebraska" "Big Ten" 21 0 2 2 2 9 9 0 3 2009 NA 24
83 "North Carolina State" "ACC" 21 0 1 1 1 11 8 2 0 2006 NA 12
83 "Virginia Tech" "ACC" 21 2 2 4 5 6 9 0 5 2013 4 41
83 "Wisconsin" "Big Ten" 22 0 2 3 10 10 9 0 3 2011 NA 52
83 "Alabama A&M" "SWAC" 1 0 2 2 2 1 0 0 0 2011 NA 24
83 "Navy" "IA Independents" 22 0 2 2 20 9 9 1 2 2012 NA 78
83 "Murray State" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2012 NA 24
84 "Iowa" "Big Ten" 21 1 1 1 1 11 9 1 0 2006 NA 12
84 "Michigan State" "Big Ten" 20 0 1 1 1 9 8 0 3 2008 NA 12
84 "Mississippi State" "SEC" 21 1 2 15 6 9 5 0 5 2013 4 88
84 "Oregon" "Pac-12" 21 3 2 12 6 10 9 1 1 2012 NA 76
84 "Purdue" "Big Ten" 21 0 2 2 2 8 10 0 3 2009 NA 24
84 "Vanderbilt" "SEC" 22 0 2 2 7 11 9 0 2 2011 NA 39
84 "Virginia Tech" "ACC" 21 1 2 2 2 10 10 0 1 2010 NA 24
84 "Western Michigan" "Mid-American" 21 0 1 1 1 9 11 1 0 2007 NA 12
84 "Arkansas-Pine Bluff" "SWAC" 1 0 2 2 2 0 1 0 0 2011 NA 24
84 "Butler" "NCAA Division I-AA" 1 0 2 2 2 0 1 0 0 2012 NA 24
85 "Boise State" "Mountain West" 21 0 2 2 2 10 10 0 1 2009 NA 24
85 "Michigan State" "Big Ten" 21 1 2 2 2 11 8 1 1 2010 NA 24
85 "South Florida" "Big East" 22 0 2 2 6 12 10 0 0 2011 NA 36
85 "Tennessee" "SEC" 21 1 2 14 7 11 5 0 3 2013 3 87
85 "Tulsa" "Conference USA" 21 0 2 2 5 11 9 1 0 2012 NA 33
85 "UCF" "Conference USA" 20 0 1 1 1 12 7 0 1 2008 NA 12
85 "Virginia Tech" "ACC" 21 1 1 1 1 9 12 0 0 2006 NA 12
85 "Wake Forest" "ACC" 21 0 1 1 1 11 10 0 0 2007 NA 12
85 "Bucknell" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2012 NA 24
86 "Boston College" "ACC" 21 0 2 2 2 15 5 0 1 2010 NA 24
86 "California" "Pac-12" 21 2 1 1 1 10 10 1 0 2006 NA 12
86 "Iowa State" "Big 12" 21 0 2 2 7 9 8 1 3 2012 NA 39
86 "Nevada" "Mountain West" 21 0 2 2 19 7 11 0 2 2013 0 75
86 "New Mexico State" "WAC" 21 0 1 1 1 10 10 1 0 2007 NA 12
86 "Northwestern" "Big Ten" 20 0 1 1 1 10 9 0 1 2008 NA 12
86 "San Diego State" "Mountain West" 21 0 2 2 2 11 8 0 2 2009 NA 24
86 "Middle Tennessee" "Sun Belt" 22 0 2 2 18 8 8 0 6 2011 NA 72
86 "Coastal Carolina" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2012 NA 24
87 "Bowling Green" "Mid-American" 22 0 2 2 16 10 8 1 3 2011 NA 66
87 "Cincinnati" "Big East" 21 0 1 1 1 10 11 0 0 2006 NA 12
87 "East Carolina" "Conference USA" 21 0 2 2 2 9 8 0 4 2010 NA 24
87 "Indiana" "Big Ten" 20 0 1 1 1 15 5 0 0 2008 NA 12
87 "Iowa" "Big Ten" 21 0 2 3 9 9 7 0 4 2013 0 49
87 "UNLV" "Mountain West" 21 0 2 2 20 14 5 0 2 2012 NA 78
87 "USC" "Pac-12" 20 10 1 1 1 11 9 0 0 2007 NA 12
87 "UTEP" "Conference USA" 21 0 2 2 2 10 9 0 2 2009 NA 24
87 "Chattanooga" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2012 NA 24
88 "Connecticut" "Big East" 21 0 2 2 2 9 9 1 2 2009 NA 24
88 "Indiana" "Big Ten" 21 0 1 1 1 13 8 0 0 2006 NA 12
88 "Kentucky" "SEC" 20 0 1 1 1 8 9 0 3 2008 NA 12
88 "Miami (FL)" "ACC" 20 6 1 1 1 12 8 0 0 2007 NA 12
88 "New Mexico State" "WAC" 21 0 2 2 18 11 9 1 0 2012 NA 72
88 "Tulane" "Conference USA" 22 0 2 2 16 14 7 0 1 2011 NA 66
88 "Tulsa" "Conference USA" 21 0 2 2 4 7 10 0 0 2013 0 30
88 "Wake Forest" "ACC" 21 0 2 2 2 14 6 0 1 2010 NA 24
88 "North Carolina Central" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2012 NA 24
89 "Ball State" "Mid-American" 21 0 2 2 2 9 11 1 0 2010 NA 24
89 "Brigham Young" "IA Independents" 21 0 2 2 2 14 6 0 1 2009 NA 24
89 "Clemson" "ACC" 20 6 2 14 7 9 7 1 3 2012 NA 87
89 "Kent State" "Mid-American" 21 0 2 2 16 4 10 0 5 2013 0 66
89 "Michigan" "Big Ten" 20 4 1 1 1 13 7 0 0 2007 NA 12
89 "Nevada" "Mountain West" 20 0 1 1 1 8 12 0 0 2008 NA 12
89 "Northern Illinois" "Mid-American" 22 0 2 2 16 10 11 1 0 2011 NA 66
89 "Western Michigan" "Mid-American" 21 0 1 1 1 17 4 0 0 2006 NA 12
89 "Presbyterian" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2012 NA 24
9 "Auburn" "SEC" 29 0 2 2 2 13 11 0 5 2009 NA 24
9 "Northern Illinois" "Mid-American" 31 0 2 2 5 16 12 1 2 2012 NA 33
9 "Oregon" "Pac-12" 29 1 1 1 1 14 14 1 0 2007 NA 12
9 "Pittsburgh" "Big East" 28 1 2 9 24 11 9 2 3 2013 2 118
9 "Purdue" "Big Ten" 30 0 1 1 1 12 16 2 0 2006 NA 12
9 "South Carolina" "SEC" 32 1 3 13 15 12 15 0 5 2011 NA 112
9 "Temple" "Big East" 29 0 2 2 2 14 12 1 2 2010 NA 24
9 "Wisconsin" "Big Ten" 29 1 1 1 1 14 14 1 0 2008 NA 12
9 "Appalachian State" "NCAA Division I-AA" 16 0 2 2 16 6 8 0 2 2013 0 66
9 "Samford" "NCAA Division I-AA" 1 0 1 1 1 0 1 0 0 2007 NA 12
9 "New Hampshire" "NCAA Division I-AA" 10 0 2 2 2 0 0 0 0 2009 NA 24
9 "Northern Iowa" "NCAA Division I-AA" 21 0 2 2 2 10 7 1 3 2010 NA 24
9 "South Dakota State" "NCAA Division I-AA" 19 0 1 1 1 10 8 1 0 2008 NA 12
9 "Eastern Washington" "NCAA Division I-AA" 20 0 2 2 2 15 5 0 0 2011 NA 24
9 "Old Dominion" "NCAA Division I-AA" 19 0 2 2 3 7 12 0 0 2012 NA 27
90 "Eastern Michigan" "Mid-American" 21 0 2 2 18 8 10 1 0 2013 0 72
90 "Kent State" "Mid-American" 21 0 2 2 2 4 16 0 1 2010 NA 24
90 "Louisiana-Lafayette" "Sun Belt" 21 0 1 1 1 10 10 1 0 2006 NA 12
90 "Michigan State" "Big Ten" 21 1 2 9 11 7 11 0 3 2011 NA 79
90 "North Texas" "Sun Belt" 21 0 2 2 2 9 11 1 0 2009 NA 24
90 "Ohio" "Mid-American" 20 0 1 1 1 9 10 1 0 2008 NA 12
90 "Rutgers" "Big East" 20 1 2 10 10 11 4 1 4 2012 NA 80
90 "Wisconsin" "Big Ten" 20 2 1 1 1 12 7 1 0 2007 NA 12
90 "Savannah State" "NCAA Division I-AA" 1 0 2 2 2 0 1 0 0 2012 NA 24
91 "Central Michigan" "Mid-American" 21 0 2 2 19 8 9 1 3 2013 0 75
91 "Georgia" "SEC" 20 6 2 2 2 7 12 0 1 2010 NA 24
91 "Georgia Tech" "ACC" 20 3 1 1 1 10 10 0 0 2007 NA 12
91 "Idaho" "WAC" 20 0 1 1 1 9 9 1 1 2008 NA 12
91 "Maryland" "ACC" 21 0 2 2 9 11 8 1 1 2011 NA 45
91 "Missouri" "SEC" 20 2 2 10 8 9 9 0 2 2012 NA 74
91 "Ohio State" "Big Ten" 20 7 1 1 1 8 12 0 0 2006 NA 12
91 "Toledo" "Mid-American" 21 0 2 2 2 8 11 1 1 2009 NA 24
91 "Missouri State" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2012 NA 24
92 "Ball State" "Mid-American" 21 0 2 2 18 9 11 1 0 2013 0 72
92 "Baylor" "Big 12" 21 0 2 3 6 10 10 1 0 2011 NA 40
92 "Clemson" "ACC" 20 5 1 1 1 9 10 1 0 2006 NA 12
92 "Indiana" "Big Ten" 20 0 1 1 1 11 9 0 0 2007 NA 12
92 "Penn State" "Big Ten" 20 6 2 2 2 12 7 0 1 2010 NA 24
92 "South Florida" "Big East" 20 0 2 3 6 8 10 0 2 2012 NA 40
92 "Texas" "Big 12" 19 8 1 1 1 8 9 1 1 2008 NA 12
92 "Texas" "Big 12" 20 9 2 2 2 9 11 0 0 2009 NA 24
92 "Marist" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2012 NA 24
93 "Duke" "ACC" 20 0 2 2 12 10 9 1 0 2012 NA 54
93 "Florida State" "ACC" 20 5 2 2 2 10 8 1 1 2009 NA 24
93 "Michigan" "Big Ten" 20 6 1 1 1 8 11 1 0 2006 NA 12
93 "Missouri" "SEC" 20 0 2 11 7 7 10 0 2 2013 2 75
93 "North Carolina" "ACC" 20 1 2 2 2 8 8 0 4 2010 NA 24
93 "North Texas" "Sun Belt" 20 0 1 1 1 12 8 0 0 2007 NA 12
93 "Pittsburgh" "Big East" 21 0 2 3 5 11 9 0 1 2011 NA 37
93 "Tennessee" "SEC" 19 1 1 1 1 8 11 0 0 2008 NA 12
93 "Dayton" "NCAA Division I-AA" 1 0 2 2 2 0 1 0 0 2012 NA 24
94 "Boston College" "ACC" 20 0 1 1 1 11 9 0 0 2006 NA 12
94 "Duke" "ACC" 20 0 2 2 12 9 8 0 2 2013 0 54
94 "East Carolina" "Conference USA" 20 1 2 3 21 7 9 0 4 2012 NA 85
94 "Minnesota" "Big Ten" 20 1 2 2 2 11 6 1 2 2009 NA 24
94 "New Mexico" "Mountain West" 21 0 2 2 20 10 9 0 2 2011 NA 78
94 "Pittsburgh" "Big East" 19 4 1 1 1 11 4 1 3 2008 NA 12
94 "South Florida" "Big East" 20 2 2 2 2 9 8 1 2 2010 NA 24
94 "UNLV" "Mountain West" 20 0 1 1 1 7 12 0 1 2007 NA 12
95 "Buffalo" "Mid-American" 20 0 1 1 1 11 9 0 0 2007 NA 12
95 "Buffalo" "Mid-American" 21 0 2 2 16 12 8 1 0 2011 NA 66
95 "Duke" "ACC" 20 0 2 2 2 9 9 0 2 2010 NA 24
95 "East Carolina" "Conference USA" 19 0 1 1 1 10 8 0 1 2008 NA 12
95 "Illinois" "Big Ten" 20 1 2 2 2 10 8 0 2 2009 NA 24
95 "Louisiana Tech" "WAC" 20 0 2 2 20 8 9 2 1 2013 0 78
95 "San Diego State" "Mountain West" 20 0 1 1 1 8 12 0 0 2006 NA 12
95 "UCF" "Conference USA" 20 0 2 2 9 13 7 0 0 2012 NA 45
96 "Bowling Green" "Mid-American" 20 0 2 2 21 11 7 1 1 2012 NA 81
96 "Eastern Michigan" "Mid-American" 21 0 2 2 14 7 14 0 0 2011 NA 60
96 "Florida State" "ACC" 19 2 1 1 1 11 7 1 0 2007 NA 12
96 "Fresno State" "Mountain West" 20 0 2 2 2 10 4 0 6 2010 NA 24
96 "Ohio" "Mid-American" 20 0 1 1 1 11 9 0 0 2006 NA 12
96 "Pittsburgh" "Big East" 20 0 2 2 2 12 6 0 2 2009 NA 24
96 "Tulane" "Conference USA" 19 0 1 1 1 9 9 0 1 2008 NA 12
96 "UNLV" "Mountain West" 20 0 2 2 17 10 8 1 1 2013 0 69
97 "Arkansas State" "Sun Belt" 20 0 2 2 17 7 12 0 0 2013 0 69
97 "Buffalo" "Mid-American" 20 0 1 1 1 8 11 1 0 2006 NA 12
97 "Louisiana Tech" "WAC" 20 0 2 2 2 8 10 0 2 2010 NA 24
97 "New Mexico" "Mountain West" 20 0 2 2 2 11 6 1 2 2009 NA 24
97 "North Carolina" "ACC" 18 1 1 1 1 6 12 0 0 2008 NA 12
97 "San Jose State" "WAC" 20 0 2 2 20 12 6 1 1 2012 NA 78
97 "Temple" "Big East" 21 0 2 2 3 13 7 0 1 2011 NA 27
97 "Texas A&M" "SEC" 19 3 1 1 1 11 8 0 0 2007 NA 12
98 "Buffalo" "Mid-American" 20 0 2 2 2 11 7 1 1 2010 NA 24
98 "Buffalo" "Mid-American" 20 0 2 2 5 9 9 1 1 2012 NA 33
98 "Idaho" "WAC" 20 0 2 2 2 10 9 0 1 2009 NA 24
98 "Louisiana-Monroe" "Sun Belt" 21 0 2 2 3 12 6 2 1 2011 NA 27
98 "Minnesota" "Big Ten" 19 0 1 1 1 10 8 1 0 2006 NA 12
98 "Northwestern" "Big Ten" 19 0 1 1 1 10 9 0 0 2007 NA 12
98 "San Jose State" "WAC" 20 0 2 2 2 12 8 0 0 2013 0 24
98 "Stanford" "Pac-12" 18 1 1 1 1 7 6 1 4 2008 NA 12
99 "Eastern Michigan" "Mid-American" 19 0 1 1 1 10 9 0 0 2006 NA 12
99 "Florida State" "ACC" 19 10 3 4 19 7 10 2 0 2012 NA 88
99 "Louisiana Tech" "WAC" 18 0 1 1 1 7 10 0 1 2008 NA 12
99 "Miami (FL)" "ACC" 19 6 2 2 2 9 8 0 2 2009 NA 24
99 "Miami (FL)" "ACC" 19 7 2 4 22 7 7 0 3 2013 8 92
99 "Nebraska" "Big Ten" 20 4 3 13 22 10 7 1 2 2011 NA 133
99 "Stanford" "Pac-12" 19 0 1 1 1 11 7 1 0 2007 NA 12
99 "Middle Tennessee" "Sun Belt" 20 0 2 2 2 7 11 0 2 2010 NA 24
119 "Georgia Tech" "ACC" 14 0 2 2 5 6 6 1 0 2013 0 33
119 "Penn State" "Big Ten" 16 2 2 11 21 8 5 1 2 2011 NA 117
