Year,Division,RK,NCAA.SCHOOL,CONFERENCE,SIGNED,ESPN.150,ESPN.300,FiveStar,FourStar,ThreeStar,OFF,DEF,SpecTeams,Athlete
2012,I-AA,53,Stony Brook,NCAA Division I-AA,3,0,NA,0,0,0,2,1,0,0
2012,I-AA,54,Florida A&M,NCAA Division I-AA,3,0,NA,0,0,0,3,0,0,0
2012,I-AA,55,Sacramento State,NCAA Division I-AA,3,0,NA,0,0,0,1,1,0,1
2012,I-AA,56,Idaho State,NCAA Division I-AA,3,0,NA,0,0,0,2,0,0,1
2012,I-AA,57,Elon,NCAA Division I-AA,2,0,NA,0,0,1,2,0,0,0
2012,I-AA,58,Sam Houston State,NCAA Division I-AA,2,0,NA,0,0,1,1,1,0,0
2012,I-AA,59,Northern Colorado,NCAA Division I-AA,2,0,NA,0,0,1,1,1,0,0
2012,I-AA,60,Indiana State,NCAA Division I-AA,2,0,NA,0,0,0,1,1,0,0
2012,I-AA,61,Morgan State,NCAA Division I-AA,2,0,NA,0,0,0,0,2,0,0
2012,I-AA,62,Holy Cross,NCAA Division I-AA,2,0,NA,0,0,0,2,0,0,0
2012,I-AA,63,Georgetown,NCAA Division I-AA,2,0,NA,0,0,0,2,0,0,0
2012,I-AA,64,UC Davis,NCAA Division I-AA,2,0,NA,0,0,0,2,0,0,0
2012,I-AA,65,Lafayette,NCAA Division I-AA,2,0,NA,0,0,0,2,0,0,0
2012,I-AA,66,Furman,NCAA Division I-AA,2,0,NA,0,0,0,2,0,0,0
2012,I-AA,67,Tennessee Tech,NCAA Division I-AA,2,0,NA,0,0,0,0,2,0,0
2012,I-AA,68,Lamar,NCAA Division I-AA,2,0,NA,0,0,0,1,1,0,0
2012,I-AA,69,Lehigh,NCAA Division I-AA,2,0,NA,0,0,0,1,1,0,0
2012,I-AA,70,Morehead State,NCAA Division I-AA,2,0,NA,0,0,0,2,0,0,0
2012,I-AA,71,Illinois State,NCAA Division I-AA,2,0,NA,0,0,0,2,0,0,0
2012,I-AA,72,Eastern Illinois,NCAA Division I-AA,2,0,NA,0,0,0,0,2,0,0
2012,I-AA,73,Wagner,NCAA Division I-AA,2,0,NA,0,0,0,1,1,0,0
2012,I-AA,74,Texas Southern,SWAC,1,0,NA,0,0,1,1,0,0,0
2012,I-AA,75,Jackson State,SWAC,1,0,NA,0,0,1,1,0,0,0
2012,I-AA,76,South Dakota State,NCAA Division I-AA,1,0,NA,0,0,1,1,0,0,0
2012,I-AA,77,Arkansas-Pine Bluff,SWAC,1,0,NA,0,0,1,0,1,0,0
2012,I-AA,78,Howard,NCAA Division I-AA,1,0,NA,0,0,1,0,1,0,0
2012,I-AA,79,Southeast Missouri State,NCAA Division I-AA,1,0,NA,0,0,1,0,1,0,0
2012,I-AA,80,Tennessee State,NCAA Division I-AA,1,0,NA,0,0,1,1,0,0,0
2012,I-AA,81,Weber State,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2012,I-AA,82,Fordham,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2012,I-AA,83,Murray State,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2012,I-AA,84,Butler,NCAA Division I-AA,1,0,NA,0,0,0,0,1,0,0
2012,I-AA,85,Bucknell,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2012,I-AA,86,Coastal Carolina,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2012,I-AA,87,Chattanooga,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2012,I-AA,88,North Carolina Central,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2012,I-AA,89,Presbyterian,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2012,I-AA,90,Savannah State,NCAA Division I-AA,1,0,NA,0,0,0,0,1,0,0
2012,I-AA,91,Missouri State,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2012,I-AA,92,Marist,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2012,I-AA,93,Dayton,NCAA Division I-AA,1,0,NA,0,0,0,0,1,0,0
2011,I-A,1,Air Force,Mountain West,39,0,NA,0,0,4,18,17,0,4
2011,I-A,2,Marshall,Conference USA,34,0,NA,0,3,15,18,11,0,5
2011,I-A,3,Kansas State,Big 12,34,0,NA,0,1,9,14,15,1,4
2011,I-A,4,Navy,IA Independents,34,0,NA,0,0,3,11,22,0,1
2011,I-A,5,Arkansas,SEC,33,3,NA,0,9,10,17,13,0,3
2011,I-A,6,UCF,Conference USA,33,0,NA,0,0,17,9,23,0,1
2011,I-A,7,Colorado State,Mountain West,33,0,NA,0,0,7,17,13,1,2
2011,I-A,8,Army,IA Independents,33,0,NA,0,0,1,17,14,0,2
2011,I-A,9,South Carolina,SEC,32,1,NA,1,6,21,12,15,0,5
2011,I-A,10,USC,Pac-12,31,10,NA,1,12,12,13,12,2,4
2011,I-A,11,Texas Tech,Big 12,31,0,NA,0,3,17,14,15,0,2
2011,I-A,12,Oregon State,Pac-12,31,0,NA,0,0,16,13,16,1,1
2011,I-A,13,Louisiana-Lafayette,Sun Belt,31,0,NA,0,0,2,15,13,1,2
2011,I-A,14,Utah State,WAC,30,0,NA,0,0,1,10,18,1,1
2011,I-A,15,Florida State,ACC,29,12,NA,1,17,7,14,13,0,2
2011,I-A,16,Clemson,ACC,29,7,NA,2,7,16,16,11,1,1
2011,I-A,17,Illinois,Big Ten,29,1,NA,0,3,18,12,11,1,5
2011,I-A,18,Memphis,Conference USA,29,0,NA,0,0,4,12,13,0,4
2011,I-A,19,Troy,Sun Belt,29,0,NA,0,0,3,15,12,1,1
2011,I-A,20,Mississippi,SEC,28,1,NA,0,4,15,14,12,0,2
2011,I-A,21,Oklahoma State,Big 12,28,1,NA,0,3,16,7,16,1,4
2011,I-A,22,Kansas,Big 12,28,0,NA,0,2,19,13,13,1,1
2011,I-A,23,Southern Methodist,Conference USA,28,0,NA,0,0,11,11,14,0,3
2011,I-A,24,Tennessee,SEC,27,6,NA,0,9,12,12,11,0,4
2011,I-A,25,Kentucky,SEC,27,0,NA,0,1,16,14,10,0,3
2011,I-A,26,Minnesota,Big Ten,27,0,NA,0,1,9,14,12,1,0
2011,I-A,27,Syracuse,Big East,27,0,NA,0,0,13,14,9,1,3
2011,I-A,28,Western Kentucky,Sun Belt,27,0,NA,0,0,8,15,11,0,1
2011,I-A,29,Florida International,Sun Belt,27,0,NA,0,0,5,13,11,0,3
2011,I-A,30,East Carolina,Conference USA,27,0,NA,0,0,6,13,13,0,1
2011,I-A,31,Toledo,Mid-American,27,0,NA,0,0,5,11,15,1,0
2011,I-A,32,Washington State,Pac-12,27,0,NA,0,0,3,12,11,0,4
2011,I-A,33,Nevada,Mountain West,27,0,NA,0,0,5,10,16,0,1
2011,I-A,34,Central Michigan,Mid-American,27,0,NA,0,0,3,14,10,1,2
2011,I-A,35,Alabama,SEC,26,11,NA,1,15,6,12,12,0,2
2011,I-A,36,Georgia,SEC,26,6,NA,2,15,7,14,11,0,1
2011,I-A,37,Auburn,SEC,26,8,NA,1,15,9,11,11,0,4
2011,I-A,38,Virginia,ACC,26,5,NA,0,6,16,7,14,0,5
2011,I-A,39,Southern Miss,Conference USA,26,0,NA,0,0,8,13,12,0,1
2011,I-A,40,Hawaii,Mountain West,26,0,NA,0,0,3,8,14,0,4
2011,I-A,41,UAB,Conference USA,26,0,NA,0,0,1,8,13,2,3
2011,I-A,42,Arkansas State,Sun Belt,26,0,NA,0,0,1,16,7,0,3
2011,I-A,43,Ball State,Mid-American,26,0,NA,0,0,4,14,10,0,2
2011,I-A,44,North Carolina,ACC,25,3,NA,0,10,12,8,13,1,3
2011,I-A,45,Iowa,Big Ten,25,0,NA,0,3,14,12,10,0,3
2011,I-A,46,TCU,Big 12,25,1,NA,0,3,17,11,13,0,1
2011,I-A,47,Cincinnati,Big East,25,0,NA,0,0,13,13,9,0,3
2011,I-A,48,San Diego State,Mountain West,25,0,NA,0,0,7,16,7,0,2
2011,I-A,49,Wyoming,Mountain West,25,0,NA,0,0,2,11,10,1,3
2011,I-A,50,Louisiana Tech,WAC,25,0,NA,0,0,1,11,12,0,2
2011,I-A,51,Notre Dame,IA Independents,24,7,NA,0,9,14,9,11,1,3
2011,I-A,52,LSU,SEC,24,6,NA,2,6,15,11,8,1,4
2011,I-A,53,Washington,Pac-12,24,2,NA,0,2,15,10,10,0,4
2011,I-A,54,Rutgers,Big East,24,1,NA,0,3,15,9,10,1,4
2011,I-A,55,Iowa State,Big 12,24,0,NA,0,0,7,13,9,0,2
2011,I-A,56,Colorado,Pac-12,24,0,NA,0,0,10,13,9,1,1
2011,I-A,57,Florida Atlantic,Sun Belt,24,0,NA,0,0,1,13,10,1,0
2011,I-A,58,North Texas,Sun Belt,24,0,NA,0,0,2,11,12,0,1
2011,I-A,59,Ohio,Mid-American,24,0,NA,0,0,2,10,12,0,2
2011,I-A,60,Akron,Mid-American,24,0,NA,0,0,1,12,11,1,0
2011,I-A,61,Ohio State,Big Ten,23,7,NA,0,13,9,11,11,0,1
2011,I-A,62,Oregon,Pac-12,23,5,NA,0,9,9,10,9,0,4
2011,I-A,63,Louisville,Big East,23,3,NA,0,5,14,11,10,1,1
2011,I-A,64,Texas A&M,SEC,23,0,NA,0,1,16,8,12,2,1
2011,I-A,65,Arizona,Pac-12,23,0,NA,0,2,9,11,9,2,1
2011,I-A,66,Boston College,ACC,23,0,NA,0,1,14,9,11,1,2
2011,I-A,67,Virginia Tech,ACC,23,1,NA,0,2,12,9,12,1,1
2011,I-A,68,West Virginia,Big 12,23,0,NA,0,0,17,12,9,0,2
2011,I-A,69,Georgia Tech,ACC,23,1,NA,0,1,13,7,8,0,8
2011,I-A,70,Mississippi State,SEC,23,0,NA,0,0,14,12,7,0,4
2011,I-A,71,Indiana,Big Ten,23,0,NA,0,0,10,11,10,0,2
2011,I-A,72,Boise State,Mountain West,23,0,NA,0,0,9,10,10,1,2
2011,I-A,73,Houston,Conference USA,23,0,NA,0,0,7,9,12,0,2
2011,I-A,74,Tulsa,Conference USA,23,0,NA,0,0,6,11,9,0,3
2011,I-A,75,Western Michigan,Mid-American,23,0,NA,0,0,2,13,9,0,1
2011,I-A,76,San Jose State,WAC,23,0,NA,0,0,2,10,9,0,4
2011,I-A,77,UNLV,Mountain West,23,0,NA,0,0,2,10,10,1,2
2011,I-A,78,UTEP,Conference USA,23,0,NA,0,0,2,12,10,0,1
2011,I-A,79,New Mexico State,WAC,23,0,NA,0,0,0,12,8,0,3
2011,I-A,80,Idaho,WAC,23,0,NA,0,0,1,11,10,0,2
2011,I-A,81,Texas,Big 12,22,7,NA,1,13,8,11,9,0,2
2011,I-A,82,California,Pac-12,22,5,NA,0,8,11,9,12,0,1
2011,I-A,83,Wisconsin,Big Ten,22,0,NA,0,1,16,10,9,0,3
2011,I-A,84,Vanderbilt,SEC,22,0,NA,0,0,13,11,9,0,2
2011,I-A,85,South Florida,Big East,22,0,NA,0,0,12,12,10,0,0
2011,I-A,86,Middle Tennessee,Sun Belt,22,0,NA,0,0,5,8,8,0,6
2011,I-A,87,Bowling Green,Mid-American,22,0,NA,0,0,3,10,8,1,3
2011,I-A,88,Tulane,Conference USA,22,0,NA,0,0,3,14,7,0,1
2011,I-A,89,Northern Illinois,Mid-American,22,0,NA,0,0,3,10,11,1,0
2011,I-A,90,Michigan State,Big Ten,21,1,NA,0,2,17,7,11,0,3
2011,I-A,91,Maryland,ACC,21,0,NA,0,0,15,11,8,1,1
2011,I-A,92,Baylor,Big 12,21,0,NA,0,1,12,10,10,1,0
2011,I-A,93,Pittsburgh,Big East,21,0,NA,0,1,11,11,9,0,1
2011,I-A,94,New Mexico,Mountain West,21,0,NA,0,0,7,10,9,0,2
2011,I-A,95,Buffalo,Mid-American,21,0,NA,0,0,3,12,8,1,0
2011,I-A,96,Eastern Michigan,Mid-American,21,0,NA,0,0,2,7,14,0,0
2011,I-A,97,Temple,Big East,21,0,NA,0,0,1,13,7,0,1
2011,I-A,98,Louisiana-Monroe,Sun Belt,21,0,NA,0,0,1,12,6,2,1
2011,I-A,99,Nebraska,Big Ten,20,4,NA,1,6,9,10,7,1,2
2011,I-A,100,Duke,ACC,20,0,NA,0,1,13,10,8,1,1
2011,I-A,101,North Carolina State,ACC,20,0,NA,0,1,8,6,8,2,4
2011,I-A,102,Florida,SEC,19,7,NA,1,10,6,8,6,1,4
2011,I-A,103,Oklahoma,Big 12,19,6,NA,0,9,10,10,8,0,1
2011,I-A,104,Stanford,Pac-12,19,2,NA,0,4,14,8,10,0,1
2011,I-A,105,Michigan,Big Ten,19,0,NA,0,4,13,6,10,1,2
2011,I-A,106,Utah,Pac-12,19,0,NA,0,1,11,12,7,0,0
2011,I-A,107,Rice,Conference USA,19,0,NA,0,0,5,8,9,0,2
2011,I-A,108,Brigham Young,IA Independents,19,0,NA,0,0,6,7,11,1,0
2011,I-A,109,Miami (FL),ACC,18,3,NA,0,4,10,4,11,2,1
2011,I-A,110,Arizona State,Pac-12,18,0,NA,0,0,10,8,6,1,3
2011,I-A,111,Fresno State,Mountain West,18,0,NA,0,0,2,7,11,0,0
2011,I-A,112,Miami (OH),Mid-American,18,0,NA,0,0,2,10,7,0,1
2011,I-A,113,Kent State,Mid-American,18,0,NA,0,0,1,9,6,0,3
2011,I-A,114,Wake Forest,ACC,17,0,NA,0,0,11,5,7,2,3
2011,I-A,115,Northwestern,Big Ten,17,1,NA,0,1,14,11,6,0,0
2011,I-A,116,UCLA,Pac-12,17,1,NA,0,2,7,10,6,0,1
2011,I-A,117,Purdue,Big Ten,17,0,NA,0,0,8,8,6,0,3
2011,I-A,118,Missouri,SEC,17,0,NA,0,0,8,7,10,0,0
2011,I-A,119,Penn State,Big Ten,16,2,NA,0,4,8,8,5,1,2
2011,I-A,120,Connecticut,Big East,16,0,NA,0,0,4,6,8,0,2
2011,I-AA,1,Bethune-Cookman,NCAA Division I-AA,28,0,NA,0,0,1,8,15,1,4
2011,I-AA,2,Stephen F. Austin,NCAA Division I-AA,27,0,NA,0,0,4,11,13,1,2
2011,I-AA,3,Georgia Southern,NCAA Division I-AA,26,0,NA,0,0,2,13,8,0,5
2011,I-AA,4,Central Arkansas,NCAA Division I-AA,26,0,NA,0,0,1,13,10,1,2
2011,I-AA,5,Massachusetts,Mid-American,25,0,NA,0,0,1,17,6,1,1
2011,I-AA,6,South Carolina State,NCAA Division I-AA,23,0,NA,0,0,2,13,8,0,2
2011,I-AA,7,Florida A&M,NCAA Division I-AA,23,0,NA,0,0,0,17,5,0,1
2011,I-AA,8,Montana,NCAA Division I-AA,21,0,NA,0,0,0,9,9,2,1
2011,I-AA,9,Eastern Washington,NCAA Division I-AA,20,0,NA,0,0,0,15,5,0,0
2011,I-AA,10,Villanova,NCAA Division I-AA,19,0,NA,0,0,4,8,11,0,0
2011,I-AA,11,Wofford,NCAA Division I-AA,19,0,NA,0,0,0,9,10,0,0
2011,I-AA,12,Weber State,NCAA Division I-AA,18,0,NA,0,0,2,9,8,0,1
2011,I-AA,13,Jacksonville State,NCAA Division I-AA,16,0,NA,0,0,2,7,7,0,2
2011,I-AA,14,Elon,NCAA Division I-AA,16,0,NA,0,0,1,8,7,0,1
2011,I-AA,15,Illinois State,NCAA Division I-AA,16,0,NA,0,0,0,7,6,0,3
2011,I-AA,16,Northern Iowa,NCAA Division I-AA,15,0,NA,0,0,1,7,7,1,0
2011,I-AA,17,William & Mary,NCAA Division I-AA,15,0,NA,0,0,1,8,6,0,1
2011,I-AA,18,Harvard,NCAA Division I-AA,15,0,NA,0,0,3,7,6,2,0
2011,I-AA,19,Delaware,NCAA Division I-AA,15,0,NA,0,0,0,8,6,0,1
2011,I-AA,20,New Hampshire,NCAA Division I-AA,15,0,NA,0,0,0,4,10,0,1
2011,I-AA,21,James Madison,NCAA Division I-AA,14,0,NA,0,0,1,7,6,0,1
2011,I-AA,22,Richmond,NCAA Division I-AA,14,0,NA,0,0,1,6,6,0,2
2011,I-AA,23,Northwestern State,NCAA Division I-AA,13,0,NA,0,0,2,7,3,1,2
2011,I-AA,24,Grambling State,SWAC,12,0,NA,0,0,0,6,6,0,0
2011,I-AA,25,Texas State,WAC,11,0,NA,0,0,4,6,4,1,0
2011,I-AA,26,Appalachian State,NCAA Division I-AA,10,0,NA,0,0,0,4,5,0,1
2011,I-AA,27,Liberty,NCAA Division I-AA,10,0,NA,0,0,1,5,4,0,1
2011,I-AA,28,Tennessee State,NCAA Division I-AA,8,0,NA,0,0,2,4,3,0,1
2011,I-AA,29,Pennsylvania,NCAA Division I-AA,8,0,NA,0,0,3,4,3,1,0
2011,I-AA,30,Youngstown State,NCAA Division I-AA,8,0,NA,0,0,0,4,2,1,1
2011,I-AA,31,Montana State,NCAA Division I-AA,6,0,NA,0,0,0,4,2,0,0
2011,I-AA,32,Western Illinois,NCAA Division I-AA,6,0,NA,0,0,0,2,4,0,0
2011,I-AA,33,North Dakota State,NCAA Division I-AA,6,0,NA,0,0,0,4,1,1,0
2011,I-AA,34,Indiana State,NCAA Division I-AA,5,0,NA,0,0,1,3,2,0,0
2011,I-AA,35,UC Davis,NCAA Division I-AA,5,0,NA,0,0,1,3,2,0,0
2011,I-AA,36,Southern Illinois,NCAA Division I-AA,5,0,NA,0,0,0,2,2,1,0
2011,I-AA,37,Bryant University,NCAA Division I-AA,4,0,NA,0,0,0,4,0,0,0
2011,I-AA,38,Southeast Missouri State,NCAA Division I-AA,3,0,NA,0,0,1,2,0,0,1
2011,I-AA,39,Princeton,NCAA Division I-AA,3,0,NA,0,0,1,3,0,0,0
2011,I-AA,40,Jackson State,SWAC,3,0,NA,0,0,0,2,0,1,0
2011,I-AA,41,Brown,NCAA Division I-AA,3,0,NA,0,0,0,1,2,0,0
2011,I-AA,42,Southern University,SWAC,3,0,NA,0,0,0,1,2,0,0
2011,I-AA,43,Fordham,NCAA Division I-AA,3,0,NA,0,0,0,2,1,0,0
2011,I-AA,44,McNeese State,NCAA Division I-AA,3,0,NA,0,0,0,2,1,0,0
2011,I-AA,45,Idaho State,NCAA Division I-AA,2,0,NA,0,0,1,1,1,0,0
2011,I-AA,46,South Dakota State,NCAA Division I-AA,2,0,NA,0,0,0,2,0,0,0
2011,I-AA,47,North Carolina Central,NCAA Division I-AA,2,0,NA,0,1,0,0,1,0,1
2011,I-AA,48,Holy Cross,NCAA Division I-AA,2,0,NA,0,0,0,1,1,0,0
2011,I-AA,49,Sacramento State,NCAA Division I-AA,2,0,NA,0,0,0,2,0,0,0
2011,I-AA,50,Eastern Illinois,NCAA Division I-AA,2,0,NA,0,0,0,1,0,1,0
2011,I-AA,51,North Dakota,NCAA Division I-AA,2,0,NA,0,0,0,0,2,0,0
2011,I-AA,52,Portland State,NCAA Division I-AA,2,0,NA,0,0,0,0,2,0,0
2011,I-AA,53,Colgate,NCAA Division I-AA,2,0,NA,0,0,0,1,1,0,0
2011,I-AA,54,Chattanooga,NCAA Division I-AA,2,0,NA,0,0,0,1,1,0,0
2011,I-AA,55,Morgan State,NCAA Division I-AA,2,0,NA,0,0,0,2,0,0,0
2011,I-AA,56,Maine,NCAA Division I-AA,2,0,NA,0,0,0,1,1,0,0
2011,I-AA,57,Howard,NCAA Division I-AA,1,0,NA,0,0,1,1,0,0,0
2011,I-AA,58,Citadel,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,59,Southeastern Louisiana,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,60,Prairie View A&M,SWAC,1,0,NA,0,0,0,0,1,0,0
2011,I-AA,61,Rhode Island,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,62,Sam Houston State,NCAA Division I-AA,1,0,NA,0,0,0,0,0,0,1
2011,I-AA,63,Towson,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,64,Cal Poly,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,65,Western Carolina,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,66,Virginia Military,NCAA Division I-AA,1,0,NA,0,0,0,0,1,0,0
2011,I-AA,67,Norfolk State,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,68,Hampton,NCAA Division I-AA,1,0,NA,0,0,0,0,1,0,0
2011,I-AA,69,Lamar,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,70,Lehigh,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,71,Monmouth,NCAA Division I-AA,1,0,NA,0,0,0,0,1,0,0
2011,I-AA,72,Yale,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,73,Murray State,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,74,Dartmouth,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,75,Columbia,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,76,South Dakota,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,77,Delaware State,NCAA Division I-AA,1,0,NA,0,0,0,0,0,0,1
2011,I-AA,78,Duquesne,NCAA Division I-AA,1,0,NA,0,0,0,0,1,0,0
2011,I-AA,79,Eastern Kentucky,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,80,Bucknell,NCAA Division I-AA,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,81,Butler,NCAA Division I-AA,1,0,NA,0,0,0,0,0,1,0
2011,I-AA,82,Coastal Carolina,NCAA Division I-AA,1,0,NA,0,0,0,0,1,0,0
2011,I-AA,83,Alabama A&M,SWAC,1,0,NA,0,0,0,1,0,0,0
2011,I-AA,84,Arkansas-Pine Bluff,SWAC,1,0,NA,0,0,0,0,1,0,0
2010,I-A,1,Syracuse,Big East,33,0,NA,0,0,0,16,14,1,2
2010,I-A,2,Auburn,SEC,32,7,NA,0,0,0,12,11,2,7
2010,I-A,3,Washington,Pac-12,31,1,NA,0,0,0,14,15,0,2
2010,I-A,4,Tennessee,SEC,30,6,NA,0,0,0,16,11,2,1
2010,I-A,5,Nevada,Mountain West,30,0,NA,0,0,0,13,17,0,0
2010,I-A,6,Colorado State,Mountain West,30,0,NA,0,0,0,16,13,0,1
2010,I-A,7,Oklahoma,Big 12,29,7,NA,0,0,0,12,11,0,6
2010,I-A,8,Troy,Sun Belt,29,0,NA,0,0,0,13,12,0,4
2010,I-A,9,Temple,Big East,29,0,NA,0,0,0,14,12,1,2
2010,I-A,10,Alabama,SEC,28,8,NA,0,0,0,11,13,2,2
2010,I-A,11,Miami (FL),ACC,28,4,NA,0,0,0,16,11,0,1
2010,I-A,12,Memphis,Conference USA,28,0,NA,0,0,0,13,11,0,4
2010,I-A,13,Kansas State,Big 12,28,0,NA,0,0,0,13,13,0,2
2010,I-A,14,Iowa State,Big 12,28,0,NA,0,0,0,13,11,1,3
2010,I-A,15,San Diego State,Mountain West,28,0,NA,0,0,0,13,9,1,5
2010,I-A,16,UAB,Conference USA,28,0,NA,0,0,0,15,11,0,2
2010,I-A,17,Utah State,WAC,28,0,NA,0,0,0,17,8,1,2
2010,I-A,18,UTEP,Conference USA,28,0,NA,0,0,0,14,12,1,1
2010,I-A,19,Florida,SEC,27,17,NA,0,0,0,8,15,0,4
2010,I-A,20,Oklahoma State,Big 12,27,1,NA,0,0,0,8,16,0,3
2010,I-A,21,Marshall,Conference USA,27,0,NA,0,0,0,10,11,1,5
2010,I-A,22,Kentucky,SEC,27,0,NA,0,0,0,8,16,1,2
2010,I-A,23,Southern Miss,Conference USA,27,0,NA,0,0,0,17,8,1,1
2010,I-A,24,Brigham Young,IA Independents,27,0,NA,0,0,0,11,13,0,3
2010,I-A,25,Minnesota,Big Ten,27,0,NA,0,0,0,11,14,0,2
2010,I-A,26,Houston,Conference USA,27,0,NA,0,0,0,12,12,1,2
2010,I-A,27,Arkansas State,Sun Belt,27,0,NA,0,0,0,10,12,2,3
2010,I-A,28,Toledo,Mid-American,27,0,NA,0,0,0,10,14,0,3
2010,I-A,29,San Jose State,WAC,27,0,NA,0,0,0,15,10,0,2
2010,I-A,30,LSU,SEC,26,7,NA,0,0,0,13,9,1,3
2010,I-A,31,Michigan,Big Ten,26,1,NA,0,0,0,8,14,1,3
2010,I-A,32,Baylor,Big 12,26,1,NA,0,0,0,13,12,0,1
2010,I-A,33,Mississippi,SEC,26,0,NA,0,0,0,9,12,0,5
2010,I-A,34,Texas Tech,Big 12,26,0,NA,0,0,0,6,20,0,0
2010,I-A,35,Southern Methodist,Conference USA,26,0,NA,0,0,0,11,11,0,4
2010,I-A,36,Arizona State,Pac-12,26,0,NA,0,0,0,18,6,0,2
2010,I-A,37,Tulsa,Conference USA,26,0,NA,0,0,0,10,12,1,3
2010,I-A,38,Hawaii,Mountain West,26,0,NA,0,0,0,11,15,0,0
2010,I-A,39,Northern Illinois,Mid-American,26,0,NA,0,0,0,9,14,2,1
2010,I-A,40,Western Michigan,Mid-American,26,0,NA,0,0,0,11,14,0,1
2010,I-A,41,Idaho,WAC,26,0,NA,0,0,0,14,11,0,1
2010,I-A,42,Texas,Big 12,25,15,NA,0,0,0,10,12,1,2
2010,I-A,43,Florida State,ACC,25,8,NA,0,0,0,7,16,0,2
2010,I-A,44,Mississippi State,SEC,25,1,NA,0,0,0,11,9,0,5
2010,I-A,45,Louisville,Big East,25,0,NA,0,0,0,11,11,0,3
2010,I-A,46,Arizona,Pac-12,25,0,NA,0,0,0,10,12,0,3
2010,I-A,47,Arkansas,SEC,25,1,NA,0,0,0,10,10,2,3
2010,I-A,48,Purdue,Big Ten,25,0,NA,0,0,0,8,11,2,4
2010,I-A,49,Utah,Pac-12,25,0,NA,0,0,0,11,14,0,0
2010,I-A,50,Rutgers,Big East,25,0,NA,0,0,0,12,10,0,3
2010,I-A,51,Vanderbilt,SEC,25,0,NA,0,0,0,9,13,1,2
2010,I-A,52,Colorado,Pac-12,25,0,NA,0,0,0,15,7,1,2
2010,I-A,53,Indiana,Big Ten,25,0,NA,0,0,0,10,13,0,2
2010,I-A,54,Washington State,Pac-12,25,0,NA,0,0,0,15,9,0,1
2010,I-A,55,UNLV,Mountain West,25,0,NA,0,0,0,12,11,1,1
2010,I-A,56,Tulane,Conference USA,25,0,NA,0,0,0,10,12,2,1
2010,I-A,57,Louisiana-Lafayette,Sun Belt,25,0,NA,0,0,0,10,14,0,1
2010,I-A,58,Texas A&M,SEC,24,3,NA,0,0,0,14,9,0,1
2010,I-A,59,South Carolina,SEC,24,3,NA,0,0,0,11,9,1,3
2010,I-A,60,Pittsburgh,Big East,24,0,NA,0,0,0,13,6,0,5
2010,I-A,61,Wisconsin,Big Ten,24,0,NA,0,0,0,9,12,0,3
2010,I-A,62,Cincinnati,Big East,24,0,NA,0,0,0,9,11,2,2
2010,I-A,63,Bowling Green,Mid-American,24,0,NA,0,0,0,13,10,0,1
2010,I-A,64,Wyoming,Mountain West,24,0,NA,0,0,0,13,10,0,1
2010,I-A,65,Clemson,ACC,23,2,NA,0,0,0,8,11,0,4
2010,I-A,66,Oregon,Pac-12,23,4,NA,0,0,0,8,10,1,4
2010,I-A,67,Notre Dame,IA Independents,23,2,NA,0,0,0,12,9,0,2
2010,I-A,68,Missouri,SEC,23,0,NA,0,0,0,11,10,0,2
2010,I-A,69,North Carolina State,ACC,23,1,NA,0,0,0,8,12,1,2
2010,I-A,70,UCF,Conference USA,23,0,NA,0,0,0,13,7,0,3
2010,I-A,71,Illinois,Big Ten,23,0,NA,0,0,0,15,7,0,1
2010,I-A,72,Florida International,Sun Belt,23,1,NA,0,0,0,8,13,1,1
