OvrRank,Team,Division,Rating,W,L,SchScore,SchRank,Wtop10,Ltop10,Wtop30,Ltop30
  71,Colorado State,A,68.97 ,6,6,71.65,60,0,0,0,2
  72,Central Michigan,A,68.97 ,6,5,69.01,75,0,1,0,1
  73,Nevada,A,68.67 ,9,3,62.14,112,0,0,0,0
  74,Indiana,A,68.39 ,4,7,75.8,25,0,1,0,5
  75,New Mexico,A,68.22 ,6,5,67.96,79,0,0,0,1
  76,Air Force,A,67.43 ,4,7,69.64,72,0,0,0,1
  77,Bowling Green,A,67.20 ,6,5,63.83,103,0,0,0,1
  78,Western Michigan,A,67.09 ,7,4,63,109,0,0,0,0
  79,Louisiana Tech,A,66.93 ,7,4,63.64,104,0,0,0,1
  80,Central Florida(UCF),A,66.81 ,8,5,65.96,89,0,0,0,0
  81,Washington,A,66.37 ,2,9,76.51,19,0,3,0,6
  82,Wyoming,A,66.24 ,4,7,69.39,74,0,0,0,2
  83,Oklahoma State,A,66.16 ,4,7,74.69,37,0,2,1,3
  84,Houston,A,66.00 ,6,6,65.72,90,0,0,0,1
  85,UTEP,A,65.90 ,8,4,59.44,117,0,0,0,0
  86,Army,A,65.60 ,4,7,70.35,69,0,0,0,3
  87,Northern Iowa,AA,65.48 ,11,4,57.22,125,0,0,0,1
  88,SMU,A,65.14 ,5,6,66.91,83,0,0,1,0
  89,Illinois State,AA,64.95 ,7,4,52.29,151,0,0,0,1
  90,Texas State,AA,64.69 ,11,3,54.54,137,0,0,0,0
  91,Hawaii,A,64.31 ,5,7,68.1,77,0,1,0,2
  92,East Carolina,A,64.19 ,5,6,67.45,82,0,1,0,1
  93,UAB,A,64.18 ,5,6,63.11,107,0,0,0,0
  94,Akron,A,63.88 ,7,6,64.56,99,0,0,0,0
  95,Cincinnati,A,63.15 ,4,7,72.46,54,0,2,0,3
  96,Illinois,A,62.79 ,2,9,78.38,7,0,2,0,5
  97,Kentucky,A,62.71 ,3,8,72.03,56,0,0,0,4
  98,Southern Illinois,AA,62.50 ,9,4,55.94,130,0,0,0,0
  99,Youngstown State,AA,62.39 ,8,3,52.03,152,0,0,0,0
 100,Furman,AA,62.31 ,11,3,51.39,154,0,0,0,0
 101,New Hampshire,AA,62.31 ,11,2,46.01,168,0,0,0,0
 102,Mississippi,A,62.24 ,3,8,70.27,70,0,1,0,3
 103,Cal Poly-SLO,AA,61.95 ,9,4,54.08,141,0,0,0,0
 104,Ball State,A,61.78 ,4,7,71.86,57,0,0,0,3
 105,Eastern Michigan,A,61.50 ,4,7,65.08,92,0,0,0,1
 106,Marshall,A,61.39 ,4,7,66.46,86,0,1,0,1
 107,Mississippi State,A,61.00 ,3,8,69.54,73,0,1,0,5
 108,North Dakota State,AA,60.73 ,7,4,54,143,0,0,0,0
 109,Eastern Washington,AA,59.92 ,7,5,55.45,133,0,0,0,0
 110,Ohio U.,A,59.90 ,4,7,67.85,81,0,1,0,1
 111,Georgia Southern,AA,59.52 ,8,4,51.1,156,0,0,0,0
 112,Nicholls State,AA,59.15 ,6,4,57.06,126,0,0,0,0
 113,Middle Tennessee,A,58.96 ,4,7,61.28,113,0,0,0,1
 114,Syracuse,A,58.55 ,1,10,74,42,0,2,0,4
 115,Richmond,AA,58.25 ,9,4,51.23,155,0,0,0,0
 116,Montana,AA,58.20 ,8,4,56.78,127,0,0,0,1
 117,Massachusetts,AA,58.20 ,7,4,51.73,153,0,0,0,0
 118,Montana State,AA,58.19 ,7,4,54.58,136,0,0,0,0
 119,Louisiana-Lafayette,A,58.09 ,6,5,60.57,114,0,1,0,1
 120,Portland State,AA,57.44 ,6,5,56.08,128,0,0,0,0
 121,Arkansas State,A,57.20 ,6,6,57.77,123,0,0,0,0
 122,James Madison,AA,56.87 ,7,4,49.68,162,0,0,0,0
 123,Hofstra,AA,56.77 ,7,4,49.81,161,0,0,0,0
 124,UC Davis,AA,56.39 ,6,5,55.22,134,0,0,0,0
 125,Western Kentucky,AA,56.14 ,6,5,58.28,119,0,0,0,1
 126,Brown,AA,54.88 ,9,1,40.91,188,0,0,0,0
 127,San Jose State,A,54.85 ,3,8,63.13,106,0,0,0,0
 128,UNLV,A,54.71 ,2,9,68.03,78,0,0,0,1
 129,Louisiana-Monroe,A,54.55 ,5,6,59.55,116,0,0,0,1
 130,Tulane,A,54.51 ,2,9,65.02,93,0,0,0,0
 131,Utah State,A,54.35 ,3,8,64.84,95,0,0,0,1
 132,Troy,A,54.22 ,4,7,59.99,115,0,0,0,0
 133,Duke,A,54.17 ,1,10,73.69,46,0,1,0,4
 134,Fla. International,A,54.05 ,5,6,57.81,122,0,0,0,1
 135,Rice,A,53.76 ,1,10,71.8,58,0,2,0,2
 136,Western Carolina,AA,53.52 ,5,4,54.13,140,0,0,0,0
 137,South Dakota State,AA,53.25 ,6,5,49.99,160,0,0,0,0
 138,Northwestern State,AA,52.88 ,5,5,53.89,144,0,0,0,0
 139,Grambling,AA,52.65 ,11,1,35.75,204,0,0,0,0
 140,Harvard,AA,52.64 ,7,3,45.13,172,0,0,0,0
 141,Eastern Kentucky,AA,52.54 ,7,4,45.54,171,0,0,0,0
 142,McNeese State,AA,52.47 ,5,4,53.23,147,0,0,0,0
 143,Weber State,AA,52.16 ,6,5,54.99,135,0,0,0,0
 144,Princeton,AA,51.73 ,7,3,45.09,173,0,0,0,0
 145,Idaho,A,51.22 ,2,9,63.97,101,0,0,0,0
 146,Lehigh,AA,51.17 ,8,3,39.4,193,0,0,0,0
 147,Idaho State,AA,51.05 ,5,6,54.07,142,0,0,0,0
 148,Western Illinois,AA,51.01 ,5,6,56.05,129,0,0,0,0
 149,Eastern Illinois,AA,50.82 ,9,3,43.99,176,0,0,0,0
 150,Delaware,AA,50.71 ,6,5,50.78,157,0,0,0,0
 151,Hampton,AA,50.32 ,11,1,34.31,209,0,0,0,0
 152,Wofford,AA,49.98 ,6,5,53.01,149,0,1,0,1
 153,Missouri State,AA,49.59 ,4,6,55.53,132,0,0,0,0
 154,Temple,A,49.46 ,0,11,76.4,20,0,0,0,4
 155,William & Mary,AA,49.36 ,5,6,47.41,166,0,0,0,0
 156,So. Carolina State,AA,49.01 ,9,2,37.78,200,0,0,0,0
 157,Maine,AA,48.90 ,5,6,54.5,138,0,0,0,1
 158,SE Louisiana,AA,48.51 ,4,6,49.3,163,0,0,0,0
 159,Stephen F. Austin,AA,48.47 ,5,6,52.81,150,0,0,0,0
 160,Florida Atlantic,A,48.41 ,2,9,63.88,102,0,0,0,2
 161,North Texas,A,48.26 ,2,9,62.77,110,0,1,0,1
 162,Lafayette,AA,47.70 ,8,4,42.33,182,0,0,0,0
 163,Sam Houston State,AA,47.63 ,3,7,58.95,118,0,0,0,1
 164,Cornell,AA,47.58 ,6,4,41.58,185,0,0,0,0
 165,Buffalo,A,47.57 ,1,10,64.84,96,0,0,0,0
 166,Chattanooga,AA,47.49 ,6,5,50.01,159,0,0,0,0
 167,Kent State,A,47.24 ,1,10,63.1,108,0,0,0,0
 168,Coastal Carolina,AA,47.18 ,9,2,38.68,195,0,0,0,0
 169,Colgate,AA,46.72 ,8,4,42.51,181,0,0,0,0
 170,Jacksonville State,AA,46.49 ,6,5,42.88,180,0,0,0,0
 171,San Diego,AA,46.33 ,11,1,31.18,221,0,0,0,0
 172,Rhode Island,AA,45.47 ,4,7,47.21,167,0,0,0,0
 173,Citadel,AA,45.45 ,4,7,53.57,146,0,0,0,1
 174,Northern Colorado,AA,45.19 ,4,7,53.64,145,0,0,0,0
 175,Yale,AA,44.87 ,4,6,45.77,170,0,0,0,0
 176,Pennsylvania,AA,44.63 ,5,5,41.32,187,0,0,0,0
 177,Northern Arizona,AA,44.61 ,3,8,55.79,131,0,0,0,0
 178,Northeastern,AA,44.57 ,2,9,53.03,148,0,0,0,0
 179,Villanova,AA,44.40 ,4,7,50.76,158,0,0,0,0
 180,New Mexico State,A,44.25 ,0,12,66.69,85,0,0,0,1
 181,Dayton,AA,43.41 ,9,1,24.36,234,0,0,0,0
 182,Holy Cross,AA,43.18 ,6,5,39.32,194,0,0,0,0
 183,Delaware State,AA,42.33 ,7,4,40.67,189,0,0,0,0
 184,Sacramento State,AA,42.16 ,2,9,57.93,120,0,0,0,1
 185,Towson,AA,40.68 ,6,5,45.97,169,0,0,0,0
 186,Alabama A&M,AA,40.22 ,9,3,33.41,217,0,0,0,0
 187,Bethune-Cookman,AA,40.05 ,7,4,34.29,210,0,0,0,0
 188,Alabama State,AA,39.64 ,6,5,33.72,215,0,0,0,0
 189,Florida A&M,AA,39.53 ,6,5,41.41,186,0,0,0,0
 190,Southern Utah,AA,38.37 ,1,9,54.35,139,0,0,0,0
 191,Drake,AA,37.90 ,6,4,34.53,207,0,0,0,0
 192,Samford,AA,37.87 ,5,6,44.82,174,0,0,0,0
 193,Dartmouth,AA,36.69 ,2,8,47.74,165,0,0,0,0
 194,Tennessee-Martin,AA,36.60 ,6,5,39.78,191,0,0,0,0
 195,Elon,AA,35.88 ,3,8,47.82,164,0,0,0,0
 196,Morehead State,AA,34.30 ,8,4,28.1,226,0,0,0,0
 197,Tennessee Tech,AA,34.24 ,4,7,43.65,178,0,0,0,0
 198,Miss. Valley State,AA,33.78 ,6,5,34,214,0,0,0,0
 199,Southern U.,AA,32.75 ,4,5,32.64,218,0,0,0,0
 200,VMI,AA,32.48 ,3,8,41.92,184,0,0,0,0
 201,Indiana State,AA,32.16 ,0,11,57.91,121,0,0,0,1
 202,Norfolk State,AA,32.01 ,4,7,34.18,212,0,0,0,0
 203,Alcorn State,AA,31.77 ,6,5,34.45,208,0,0,0,0
 204,Charleston Southern,AA,31.74 ,7,4,29.87,223,0,0,0,0
 205,SE Missouri State,AA,31.63 ,2,9,43.35,179,0,0,0,0
 206,N.C. A&T,AA,31.51 ,3,8,36.91,201,0,0,0,0
 207,Duquesne,AA,31.06 ,7,3,24.17,235,0,0,0,0
 208,Monmouth-NJ,AA,30.52 ,6,4,27.33,228,0,0,0,0
 209,Gardner-Webb,AA,30.50 ,5,6,37.99,199,0,0,0,0
 210,Murray State,AA,30.46 ,2,9,42.25,183,0,0,0,0
 211,Albany (NY),AA,30.43 ,5,6,33.64,216,0,0,0,0
 212,Central Conn. State,AA,29.47 ,7,4,27.8,227,0,0,0,0
 213,Howard,AA,29.36 ,4,7,35.92,203,0,0,0,0
 214,Georgetown,AA,29.34 ,4,7,38.54,197,0,0,0,0
 215,Marist,AA,29.02 ,7,4,26.53,230,0,0,0,0
 216,Columbia,AA,28.84 ,2,8,43.91,177,0,0,0,0
 217,Ark.-Pine Bluff,AA,28.55 ,3,8,34.18,211,0,0,0,0
 218,Stony Brook,AA,27.42 ,6,5,28.41,225,0,0,0,0
 219,Fordham,AA,27.29 ,2,9,39.7,192,0,0,0,0
 220,Tennessee State,AA,26.01 ,2,9,38.44,198,0,0,0,0
 221,Morgan State,AA,25.88 ,2,9,36.8,202,0,0,0,0
 222,Bucknell,AA,25.47 ,1,10,40.08,190,0,0,0,0
 223,Prairie View A&M,AA,25.31 ,5,6,34.16,213,0,0,0,0
 224,Jacksonville,AA,25.20 ,4,4,24.92,233,0,0,0,0
 225,Davidson,AA,23.93 ,4,6,29.08,224,0,0,0,0
 226,Sacred Heart,AA,22.39 ,4,6,26.37,231,0,0,0,0
 227,Liberty,AA,21.87 ,1,10,44.31,175,0,0,0,0
 228,Texas Southern,AA,21.81 ,1,10,38.58,196,0,0,0,0
 229,Wagner,AA,21.74 ,6,5,22.22,238,0,0,0,0
 230,Jackson State,AA,21.33 ,2,9,34.57,206,0,0,0,0
 231,Robert Morris,AA,20.05 ,2,8,23.62,236,0,0,0,0
 232,St. Francis-Pa.,AA,19.84 ,3,8,25.06,232,0,0,0,0
 233,La Salle,AA,16.03 ,4,7,21.63,239,0,0,0,0
 234,Austin Peay,AA,14.00 ,2,9,30.53,222,0,0,0,0
 235,Iona,AA,11.98 ,3,7,27.11,229,0,0,0,0
 236,Savannah State,AA,11.91 ,0,11,34.91,205,0,0,0,0
 237,Valparaiso,AA,11.05 ,3,8,31.91,219,0,0,0,0
 238,Saint Peter's,AA,9.72 ,1,9,22.38,237,0,0,0,0
 239,Butler,AA,2.16 ,0,11,31.53,220,0,0,0,0
