OvrRank,Team,Division,Rating,W,L,SchScore,SchRank,Wtop10,Ltop10,Wtop30,Ltop30
  41,Richmond,AA,76.23 ,13,3,60.52,126,0,0,0,0
  42,Tulsa,A,75.98 ,11,3,63.55,109,0,0,0,0
  43,South Florida,A,75.67 ,8,5,69.41,71,0,0,0,2
  44,Northwestern,A,75.18 ,9,4,69.5,70,0,0,1,2
  45,James Madison,AA,74.98 ,12,2,61.7,121,0,0,0,0
  46,Maryland,A,74.83 ,8,5,73.01,36,0,0,4,3
  47,Virginia,A,74.77 ,5,7,78.13,2,0,1,1,4
  48,Rice,A,74.76 ,10,3,66.05,88,0,1,0,1
  49,Kentucky,A,74.41 ,7,6,70.48,59,0,2,0,3
  50,Stanford,A,74.01 ,5,7,75.87,12,0,2,2,4
  51,Navy,A,73.87 ,8,5,68.19,80,0,0,1,2
  52,Houston,A,73.79 ,8,5,65.84,91,0,0,0,1
  53,Notre Dame,A,73.75 ,7,6,71.61,50,0,1,0,4
  54,East Carolina,A,73.44 ,9,5,69.8,67,0,0,2,0
  55,NC State,A,73.34 ,6,7,76.05,10,0,0,2,3
  56,Air Force,A,72.95 ,8,5,68.95,75,0,2,0,2
  57,Duke,A,72.35 ,4,8,76.5,6,0,0,0,4
  58,Tennessee,A,71.95 ,5,7,73.4,31,0,2,0,3
  59,Arizona State,A,71.84 ,5,7,73.38,32,0,1,0,6
  60,Auburn,A,71.69 ,5,7,72.99,37,0,2,0,5
  61,Wisconsin,A,71.53 ,7,6,71.34,52,0,1,0,4
  62,Montana,AA,71.52 ,14,2,55.94,146,0,0,0,0
  63,Villanova,AA,71.24 ,10,3,61.2,122,0,0,0,1
  64,Arkansas,A,71.22 ,5,7,76.61,5,0,4,1,4
  65,Ball State,A,71.12 ,12,2,60.67,125,0,0,0,0
  66,Baylor,A,71.06 ,4,8,75.01,17,0,3,0,7
  67,Southern Miss,A,70.57 ,7,6,66.62,85,0,0,0,1
  68,Illinois,A,70.07 ,5,7,70.3,61,0,1,1,3
  69,Appalachian State,AA,70.00 ,11,3,57.45,140,0,0,0,1
  70,Troy,A,69.84 ,8,5,62.27,117,0,0,0,3
  71,Nevada,A,69.74 ,7,6,66.6,86,0,1,0,3
  72,Colorado,A,69.36 ,5,7,74.83,19,0,1,1,5
  73,Colorado State,A,68.74 ,7,6,70.58,58,0,2,0,3
  74,Kansas State,A,68.69 ,5,7,70.18,62,0,2,0,4
  75,Minnesota,A,68.46 ,7,6,68.68,79,0,0,0,2
  76,Buffalo,A,68.26 ,8,6,65.66,92,0,0,0,2
  77,Wofford,AA,67.95 ,9,3,56.57,142,0,0,0,0
  78,Purdue,A,67.89 ,4,8,71.73,49,0,1,0,4
  79,Western Michigan,A,67.49 ,9,4,62.39,116,0,0,0,1
  80,UCLA,A,66.91 ,4,8,74.95,18,0,1,0,5
  81,New Hampshire,AA,66.76 ,10,3,56.43,143,0,0,0,0
  82,William & Mary,AA,66.66 ,7,4,58,137,0,0,0,0
  83,Northern Iowa,AA,66.34 ,12,3,52.84,159,0,0,0,0
  84,New Mexico,A,66.29 ,4,8,71.25,54,0,2,1,2
  85,Weber State,AA,66.28 ,10,4,60.25,127,0,1,0,1
  86,Fresno State,A,65.70 ,7,6,65.93,90,0,0,0,1
  87,Louisiana Tech,A,65.44 ,8,5,63.13,112,0,0,0,1
  88,Bowling Green,A,65.29 ,6,6,63.83,106,0,0,1,1
  89,Texas A&M,A,65.14 ,4,8,73.64,30,0,3,0,4
  90,UTEP,A,65.11 ,5,7,67.96,82,0,1,0,1
  91,Hawaii,A,65.04 ,7,7,68.86,76,0,1,0,3
  92,Louisville,A,64.95 ,5,7,68.17,81,0,0,0,2
  93,Mississippi State,A,64.91 ,4,8,72.73,42,0,2,0,3
  94,UNLV,A,64.84 ,5,7,69.82,66,0,2,0,2
  95,Michigan,A,64.28 ,3,9,72.61,44,0,2,0,3
  96,Central Michigan,A,64.03 ,8,5,63.27,110,0,0,0,1
  97,Cal Poly-SLO,AA,63.82 ,8,3,52.15,162,0,0,0,0
  98,Temple,A,63.78 ,5,7,65.26,93,0,1,0,1
  99,Memphis,A,63.60 ,6,7,64.79,97,0,1,0,1
 100,Northern Illinois,A,63.35 ,6,7,61.03,123,0,0,0,0
 101,Marshall,A,62.85 ,4,8,68.8,77,0,0,0,1
 102,Florida Atlantic,A,62.82 ,7,6,64.85,95,0,1,0,1
 103,Massachusetts,AA,62.72 ,7,5,59.94,128,0,1,0,1
 104,Syracuse,A,62.60 ,3,9,73.15,34,0,1,0,3
 105,San Jose State,A,62.51 ,6,6,64.49,98,0,0,0,2
 106,Louisiana-Lafayette,A,62.26 ,6,6,63,114,0,0,0,0
 107,Arkansas State,A,62.26 ,6,6,60.92,124,0,1,0,1
 108,Akron,A,61.94 ,5,7,63.97,103,0,0,0,0
 109,Maine,AA,61.45 ,8,5,57.72,139,0,0,0,1
 110,Central Florida,A,61.39 ,4,8,67.66,84,0,0,0,1
 111,Elon,AA,60.92 ,8,4,55.61,150,0,0,0,0
 112,Middle Tennessee,A,60.77 ,5,7,63,113,0,0,0,0
 113,Fla. International,A,60.73 ,5,7,63.86,105,0,0,0,1
 114,Iowa State,A,60.47 ,2,10,71.45,51,0,0,0,4
 115,Utah State,A,60.40 ,3,9,69.8,68,0,1,0,3
 116,UAB,A,60.11 ,4,8,64.79,96,0,0,0,0
 117,Harvard,AA,60.05 ,9,1,48.72,182,0,0,0,0
 118,Southern Illinois,AA,58.78 ,9,3,50.41,170,0,0,0,0
 119,Samford,AA,58.76 ,6,5,59.82,130,0,1,0,1
 120,Ohio University,A,58.74 ,4,8,63.94,104,0,0,0,1
 121,Eastern Washington,AA,58.46 ,6,5,59,132,0,1,0,1
 122,Wyoming,A,58.14 ,4,8,69.31,72,0,2,0,2
 123,Liberty,AA,58.06 ,10,2,47.3,193,0,0,0,0
 124,Furman,AA,58.01 ,7,5,58.72,134,0,0,0,1
 125,Indiana,A,57.94 ,3,9,67.82,83,0,1,0,2
 126,Georgia Southern,AA,57.38 ,6,5,56.03,145,0,0,0,1
 127,Central Arkansas,AA,57.24 ,10,2,48.62,184,0,0,0,0
 128,Army,A,56.81 ,3,9,66.27,87,0,0,0,0
 129,Washington,A,56.68 ,0,12,78.21,1,0,2,0,6
 130,Kent State,A,56.66 ,4,8,61.95,119,0,0,0,1
 131,Albany-NY,AA,55.98 ,9,3,45.13,200,0,0,0,0
 132,Delaware,AA,55.92 ,4,8,63.79,107,0,0,0,0
 133,Holy Cross,AA,55.86 ,7,4,49.73,173,0,0,0,0
 134,Toledo,A,55.65 ,3,9,64.15,100,0,0,0,1
 135,Louisiana-Monroe,A,55.62 ,4,8,61.93,120,0,1,0,1
 136,San Diego State,A,55.43 ,2,10,69.97,65,0,2,0,2
 137,South Dakota State,AA,55.41 ,7,5,50.88,165,0,0,0,0
 138,Washington State,A,54.91 ,2,11,74.08,23,0,1,0,6
 139,Brown,AA,54.86 ,7,3,48.06,189,0,0,0,0
 140,SC State,AA,54.59 ,10,3,44.34,203,0,0,0,1
 141,McNeese State,AA,54.44 ,7,4,53.77,155,0,0,0,1
 142,Lafayette,AA,54.42 ,7,4,48.07,188,0,0,0,0
 143,Montana State,AA,54.34 ,7,5,56.29,144,0,0,0,0
 144,Colgate,AA,54.24 ,9,3,50.01,171,0,0,0,0
 145,Northern Arizona,AA,54.14 ,6,5,55.69,149,0,0,0,0
 146,New Mexico State,A,54.13 ,3,9,63.14,111,0,0,0,2
 147,Eastern Michigan,A,54.06 ,3,9,62.86,115,0,0,0,0
 148,Tulane,A,53.78 ,2,10,68.69,78,0,1,0,2
 149,SMU,A,53.66 ,1,11,70.05,64,0,2,0,2
 150,North Dakota State,AA,53.60 ,6,5,47.78,190,0,0,0,0
 151,Pennsylvania,AA,53.36 ,6,4,49.15,179,0,0,0,0
 152,Yale,AA,53.20 ,6,4,46.75,195,0,0,0,0
 153,Western Illinois,AA,52.34 ,6,5,50.62,167,0,0,0,0
 154,Texas State,AA,51.96 ,8,5,48.57,185,0,0,0,0
 155,Hofstra,AA,51.94 ,4,8,59.9,129,0,0,0,0
 156,Citadel,AA,51.84 ,4,8,62.07,118,0,1,0,2
 157,Miami-Ohio,A,51.34 ,2,10,64.11,101,0,0,0,0
 158,Sacramento State,AA,51.00 ,6,6,55.87,147,0,0,0,0
 159,Jacksonville State,AA,50.90 ,8,3,43.14,206,0,0,0,0
 160,Lehigh,AA,50.82 ,5,6,49.33,178,0,0,0,0
 161,Western Kentucky,A,50.54 ,2,10,64.08,102,0,1,0,2
 162,Idaho,A,49.50 ,2,10,64.32,99,0,0,0,2
 163,Northwestern State,AA,48.91 ,7,5,53.09,157,0,0,0,0
 164,Eastern Kentucky,AA,48.78 ,8,4,47.26,194,0,0,0,0
 165,Grambling,AA,48.76 ,11,2,33.62,239,0,0,0,0
 166,UC Davis,AA,48.62 ,5,7,50.42,168,0,0,0,0
 167,Tennessee-Martin,AA,48.52 ,8,4,48.12,186,0,0,0,0
 168,Northeastern,AA,48.31 ,2,10,59.76,131,0,0,0,0
 169,Charleston Southern,AA,47.81 ,7,5,50.78,166,0,0,0,0
 170,Sam Houston State,AA,47.65 ,4,6,52.68,160,0,0,0,0
 171,North Texas,A,47.61 ,1,11,65.96,89,0,0,0,1
 172,Portland State,AA,47.15 ,4,7,54.87,153,0,0,0,0
 173,Stony Brook,AA,47.01 ,5,6,49.56,177,0,0,0,0
 174,Southern Utah,AA,46.87 ,4,7,56.94,141,0,0,0,0
 175,Monmouth-NJ,AA,46.65 ,7,4,41.73,208,0,0,0,0
 176,South Dakota,AA,46.63 ,6,5,55.4,151,0,0,0,0
 177,Coastal Carolina,AA,46.52 ,6,6,47.35,192,0,1,0,1
 178,Nicholls State,AA,46.46 ,3,6,53.59,156,0,0,0,0
 179,Rhode Island,AA,46.38 ,3,9,58.35,136,0,0,0,1
 180,Princeton,AA,46.16 ,4,6,49.69,174,0,0,0,0
 181,SE Louisiana,AA,45.92 ,5,7,49.94,172,0,0,0,0
 182,Fordham,AA,45.60 ,5,6,45.88,196,0,0,0,0
 183,San Diego,AA,45.40 ,9,2,34.09,238,0,0,0,0
 184,Tennessee State,AA,45.33 ,8,4,39.75,212,0,0,0,0
 185,VMI,AA,45.16 ,4,7,50.41,169,0,0,0,0
 186,Towson,AA,45.06 ,3,9,58.88,133,0,0,0,0
 187,Central Connecticut,AA,45.04 ,7,4,38.77,215,0,0,0,0
 188,Florida A&M,AA,45.03 ,9,3,35.68,232,0,0,0,0
 189,Jacksonville,AA,44.85 ,9,4,38.17,217,0,0,0,0
 190,Western Carolina,AA,44.85 ,3,9,58.72,135,0,0,0,1
 191,North Dakota,AA,44.68 ,6,4,49.61,176,0,0,0,0
 192,Dayton,AA,44.22 ,9,3,34.77,235,0,0,0,0
 193,Gardner-Webb,AA,44.17 ,5,6,48.12,187,0,0,0,0
 194,Northern Colorado,AA,43.87 ,1,10,55.85,148,0,0,0,0
 195,Cornell,AA,43.78 ,4,6,48.88,181,0,0,0,0
 196,Missouri State,AA,43.72 ,4,7,52.3,161,0,0,0,1
 197,Stephen F. Austin,AA,43.63 ,4,8,54.94,152,0,1,0,1
 198,Youngstown State,AA,43.52 ,4,8,53.87,154,0,0,0,1
 199,Illinois State,AA,43.31 ,3,8,49.62,175,0,0,0,0
 200,Eastern Illinois,AA,42.69 ,5,7,45.31,198,0,0,0,0
 201,Prairie View A&M,AA,42.25 ,9,1,28.07,245,0,0,0,0
 202,Bucknell,AA,41.36 ,5,6,44.91,202,0,0,0,0
 203,Bethune-Cookman,AA,41.16 ,8,3,33.01,242,0,0,0,0
 204,Columbia,AA,40.72 ,2,8,49.05,180,0,0,0,0
 205,Sacred Heart,AA,40.37 ,8,3,36.45,227,0,0,0,0
 206,Idaho State,AA,40.35 ,1,11,57.93,138,0,0,0,1
 207,Morgan State,AA,39.02 ,6,6,40.25,210,0,0,0,0
 208,Bryant,AA,38.65 ,7,4,37.78,219,0,0,0,0
 209,Presbyterian College,AA,38.64 ,4,8,52.06,163,0,0,0,0
 210,Hampton,AA,38.60 ,6,5,37.9,218,0,0,0,0
 211,Chattanooga,AA,38.58 ,1,11,63.69,108,0,1,0,2
 212,Robert Morris,AA,38.31 ,5,6,38.87,213,0,0,0,0
 213,Southern University,AA,38.09 ,6,5,35.91,230,0,0,0,0
 214,Murray State,AA,37.26 ,5,7,44.94,201,0,0,0,0
 215,Norfolk State,AA,37.19 ,5,7,43.31,204,0,0,0,0
 216,Delaware State,AA,36.56 ,5,6,38.84,214,0,0,0,0
 217,SE Missouri State,AA,35.68 ,4,8,45.2,199,0,0,0,1
 218,Duquesne,AA,35.55 ,3,7,39.88,211,0,0,0,0
 219,Austin Peay,AA,34.93 ,2,9,45.45,197,0,0,0,0
 220,Butler,AA,34.80 ,6,5,34.38,236,0,0,0,0
 221,Drake,AA,34.22 ,6,5,36.56,226,0,0,0,0
 222,Morehead State,AA,34.14 ,6,6,35.06,234,0,0,0,0
 223,Dartmouth,AA,34.06 ,0,10,52.9,158,0,0,0,0
 224,Tennessee Tech,AA,33.05 ,3,9,47.57,191,0,0,0,0
 225,Georgetown,AA,33.05 ,2,8,48.65,183,0,0,0,0
 226,Marist,AA,33.03 ,4,7,36.31,228,0,0,0,0
 227,Davidson,AA,32.32 ,4,7,34.22,237,0,0,0,0
 228,Jackson State,AA,32.08 ,7,5,32.24,243,0,0,0,0
 229,NC Central,AA,29.97 ,4,7,43.27,205,0,0,0,0
 230,Alabama A&M,AA,29.95 ,5,7,36.79,224,0,0,0,0
 231,Wagner,AA,27.98 ,3,8,37.65,220,0,0,0,0
 232,Winston-Salem State,AA,26.78 ,3,8,35.12,233,0,0,0,0
 233,Indiana State,AA,26.64 ,0,12,51.5,164,0,0,0,0
 234,Ark.-Pine Bluff,AA,25.20 ,3,9,33.4,240,0,0,0,0
 235,Alabama State,AA,25.07 ,3,8,38.28,216,0,0,0,0
 236,Valparaiso,AA,24.34 ,3,8,35.69,231,0,0,0,0
 237,NC A&T,AA,23.12 ,3,9,37.53,221,0,0,0,0
 238,Iona,AA,22.69 ,3,8,42.82,207,0,0,0,0
 239,Howard,AA,22.65 ,1,10,36.01,229,0,0,0,0
 240,Alcorn State,AA,22.14 ,2,10,37.44,222,0,0,0,0
 241,Savannah State,AA,21.08 ,5,7,33.4,241,0,0,0,0
 242,St. Francis-Pa.,AA,20.22 ,0,11,40.32,209,0,0,0,0
 243,Texas Southern,AA,17.41 ,4,8,37.27,223,0,0,0,0
 244,Campbell,AA,15.57 ,1,10,36.79,225,0,0,0,0
 245,Miss. Valley State,AA,15.36 ,3,8,30.2,244,0,0,0,0
