OvrRank,Team,Division,Rating,W,L,SchScore,SchRank,Wtop10,Ltop10,Wtop30,Ltop30,Year
 126,Washington State,A,57.16 ,1,11,75.36,16,0,0,0,3,2009
 127,Liberty,AA,57.11 ,8,3,46.39,184,0,0,0,0,2009
 128,Furman,AA,56.75 ,6,5,56.19,140,0,0,0,1,2009
 129,Arkansas State,A,56.44 ,4,8,61.89,114,0,1,0,2,2009
 130,Memphis,A,56.39 ,2,10,68.71,78,0,0,0,1,2009
 131,McNeese State,AA,56.11 ,9,3,48.19,177,0,0,0,0,2009
 132,Army,A,56.02 ,5,7,61.89,113,0,0,0,0,2009
 133,Maine,AA,55.83 ,5,6,58.28,132,0,0,0,0,2009
 134,Fla. International,A,54.42 ,3,9,64.74,99,0,2,0,2,2009
 135,UC Davis,AA,54.24 ,6,5,56.2,139,0,1,0,1,2009
 136,New Mexico,A,54.19 ,1,11,71.46,55,0,1,0,4,2009
 137,Akron,A,54.14 ,3,9,64.03,100,0,1,0,1,2009
 138,San Jose State,A,54.06 ,2,10,69.47,68,0,1,0,4,2009
 139,Holy Cross,AA,53.86 ,9,3,45.11,200,0,0,0,1,2009
 140,Lafayette,AA,53.69 ,8,3,46.42,183,0,0,0,0,2009
 141,Tulane,A,53.55 ,3,9,66.9,87,0,0,0,2,2009
 142,Southern Utah,AA,53.47 ,5,6,54.83,148,0,0,0,0,2009
 143,Samford,AA,53.28 ,5,6,54.61,150,0,0,0,0,2009
 144,Rice,A,53.26 ,2,10,69.05,76,0,0,0,1,2009
 145,Hofstra,AA,53.11 ,5,6,55.33,145,0,0,0,0,2009
 146,Chattanooga,AA,52.73 ,6,5,54.87,147,0,1,0,1,2009
 147,Harvard,AA,52.67 ,7,3,46.07,186,0,0,0,0,2009
 148,North Dakota,AA,52.43 ,6,5,53.41,156,0,0,0,1,2009
 149,Illinois State,AA,52.14 ,6,5,52.63,158,0,0,0,0,2009
 150,Georgia Southern,AA,52.07 ,5,6,56.8,136,0,0,0,0,2009
 151,Ball State,A,51.99 ,2,10,62.7,109,0,0,0,1,2009
 152,Prairie View A&M,AA,51.98 ,9,1,39.45,230,0,0,0,0,2009
 153,New Mexico State,A,51.95 ,3,10,65.2,94,0,2,0,2,2009
 154,Texas State,AA,51.77 ,7,4,48.42,175,0,1,0,1,2009
 155,Youngstown State,AA,51.71 ,6,5,52.15,161,0,0,0,1,2009
 156,Miami-Ohio,A,51.52 ,1,11,68.25,81,0,2,0,2,2009
 157,South Dakota,AA,51.49 ,5,5,52.32,159,0,0,0,0,2009
 158,Cal Poly-SLO,AA,51.36 ,4,7,58.32,131,0,0,0,0,2009
 159,Sacramento State,AA,51.23 ,5,6,55.89,142,0,0,0,0,2009
 160,North Texas,A,51.15 ,2,10,60.62,122,0,1,0,1,2009
 161,Colgate,AA,51.01 ,9,2,41.1,216,0,0,0,0,2009
 162,Missouri State,AA,50.87 ,6,5,51.06,166,0,0,0,1,2009
 163,Eastern Illinois,AA,50.55 ,8,4,45.45,196,0,1,0,1,2009
 164,Stony Brook,AA,49.29 ,6,5,48.48,173,0,0,0,0,2009
 165,Citadel,AA,49.06 ,4,7,53.48,155,0,0,0,0,2009
 166,Brown,AA,49.05 ,6,4,45.79,191,0,0,0,0,2009
 167,Florida A&M,AA,48.89 ,8,3,40.63,223,0,0,0,1,2009
 168,Wofford,AA,48.78 ,3,8,57.86,133,0,0,0,1,2009
 169,Albany-NY,AA,48.67 ,7,4,42.65,207,0,0,0,0,2009
 170,Central Arkansas,AA,48.61 ,5,7,48.99,171,0,0,0,0,2009
 171,North Dakota State,AA,47.80 ,3,8,51.64,164,0,0,0,0,2009
 172,Dayton,AA,47.32 ,9,2,33.31,244,0,0,0,0,2009
 173,Central Connecticut,AA,47.24 ,9,3,42.58,208,0,0,0,0,2009
 174,Norfolk State,AA,46.74 ,7,4,41.5,212,0,0,0,0,2009
 175,Grambling,AA,46.53 ,7,4,40.21,227,0,0,0,0,2009
 176,SE Louisiana,AA,46.28 ,6,5,50.29,168,0,0,0,1,2009
 177,Northern Colorado,AA,45.94 ,3,8,54.35,152,0,0,0,0,2009
 178,Butler,AA,45.31 ,11,1,34.96,242,0,0,0,0,2009
 179,Northeastern,AA,45.31 ,3,8,58.35,130,0,0,0,1,2009
 180,Columbia,AA,44.94 ,4,6,45.99,187,0,0,0,0,2009
 181,Eastern Kentucky,AA,44.80 ,5,6,45.87,189,0,0,0,0,2009
 182,Charleston Southern,AA,44.47 ,6,5,47.72,179,0,1,0,1,2009
 183,Tennessee Tech,AA,44.45 ,6,5,47.51,180,0,0,0,1,2009
 184,Eastern Michigan,A,44.11 ,0,12,64.01,101,0,0,0,1,2009
 185,Drake,AA,43.92 ,8,3,38.26,235,0,0,0,0,2009
 186,Lehigh,AA,43.85 ,4,7,45.84,190,0,0,0,1,2009
 187,Western Kentucky,A,43.67 ,0,12,63.36,104,0,0,0,0,2009
 188,Fordham,AA,43.49 ,5,6,42.22,210,0,0,0,0,2009
 189,Gardner-Webb,AA,43.45 ,6,5,48.76,172,0,0,0,0,2009
 190,Yale,AA,43.33 ,4,6,44.17,201,0,0,0,0,2009
 191,Portland State,AA,43.16 ,2,9,56.76,137,0,0,0,0,2009
 192,Western Carolina,AA,43.14 ,2,9,54.51,151,0,0,0,0,2009
 193,Coastal Carolina,AA,42.44 ,5,6,45.96,188,0,0,0,1,2009
 194,Jacksonville,AA,42.17 ,7,4,35.88,239,0,0,0,0,2009
 195,Texas Southern,AA,42.05 ,6,5,45.48,194,0,0,0,0,2009
 196,Towson,AA,42.01 ,2,9,60.08,125,0,0,0,1,2009
 197,Rhode Island,AA,41.80 ,1,10,58.63,128,0,0,0,2,2009
 198,Idaho State,AA,41.55 ,1,10,60.83,120,0,0,0,1,2009
 199,Old Dominion,AA,41.25 ,9,2,32.49,245,0,0,0,0,2009
 200,Sam Houston State,AA,40.96 ,5,6,48.47,174,0,0,0,0,2009
 201,Alabama A&M,AA,40.88 ,7,5,39.72,228,0,0,0,0,2009
 202,Robert Morris,AA,40.70 ,5,6,39.48,229,0,0,0,0,2009
 203,Bryant,AA,40.32 ,5,6,41.44,213,0,0,0,0,2009
 204,Tennessee-Martin,AA,40.23 ,5,6,45.54,192,0,0,0,0,2009
 205,Morgan State,AA,40.21 ,6,5,41.35,214,0,0,0,0,2009
 206,Delaware State,AA,39.65 ,4,6,45.44,197,0,0,0,0,2009
 207,Nicholls State,AA,39.59 ,3,8,51.81,163,0,0,0,0,2009
 208,Western Illinois,AA,39.58 ,1,10,54.28,153,0,0,0,0,2009
 209,Monmouth-NJ,AA,39.34 ,5,6,40.79,222,0,0,0,0,2009
 210,Wagner,AA,38.98 ,6,5,40.49,224,0,0,0,0,2009
 211,Hampton,AA,38.92 ,5,6,39.26,231,0,0,0,0,2009
 212,Southern University,AA,38.87 ,6,5,41.04,217,0,0,0,0,2009
 213,Princeton,AA,38.36 ,4,6,46.61,182,0,0,0,0,2009
 214,Dartmouth,AA,38.26 ,2,8,49.41,170,0,0,0,0,2009
 215,Austin Peay,AA,38.18 ,4,7,45.45,195,0,0,0,0,2009
 216,VMI,AA,37.71 ,2,9,48.41,176,0,0,0,0,2009
 217,Marist,AA,37.65 ,7,4,33.57,243,0,0,0,0,2009
 218,Ark.-Pine Bluff,AA,37.23 ,5,5,40.87,220,0,0,0,0,2009
 219,Tennessee State,AA,36.58 ,4,7,41.03,218,0,0,0,0,2009
 220,Bethune-Cookman,AA,36.20 ,5,6,38.84,234,0,0,0,0,2009
 221,Bucknell,AA,36.20 ,4,7,43.7,203,0,0,0,0,2009
 222,Cornell,AA,36.18 ,2,8,45.41,198,0,0,0,0,2009
 223,NC A&T,AA,35.96 ,4,6,40.25,226,0,0,0,0,2009
 224,Alcorn State,AA,35.54 ,3,6,43.73,202,0,0,0,0,2009
 225,SE Missouri State,AA,35.19 ,2,9,47.92,178,0,1,0,1,2009
 226,Indiana State,AA,35.19 ,1,10,55.2,146,0,0,0,0,2009
 227,San Diego,AA,34.87 ,4,7,39.22,232,0,0,0,0,2009
 228,Murray State,AA,33.93 ,3,8,46.75,181,0,0,0,0,2009
 229,Davidson,AA,33.03 ,3,7,40.86,221,0,0,0,0,2009
 230,Northwestern State,AA,32.87 ,0,11,52.24,160,0,0,0,0,2009
 231,Jackson State,AA,32.46 ,3,7,37.57,238,0,0,0,0,2009
 232,Sacred Heart,AA,32.19 ,2,8,40.88,219,0,0,0,0,2009
 233,Duquesne,AA,32.02 ,3,8,40.36,225,0,0,0,0,2009
 234,NC Central,AA,31.94 ,4,7,43.57,204,0,0,0,0,2009
 235,Saint Francis-Pa.,AA,31.37 ,2,9,42.47,209,0,0,0,0,2009
 236,Presbyterian College,AA,31.02 ,0,11,49.41,169,0,0,0,0,2009
 237,Winston-Salem State,AA,28.51 ,1,10,41.26,215,0,0,0,0,2009
 238,Howard,AA,27.87 ,2,9,42.98,205,0,0,0,0,2009
 239,Alabama State,AA,27.41 ,4,7,35.85,240,0,0,0,0,2009
 240,Campbell,AA,26.36 ,3,8,37.75,237,0,0,0,0,2009
 241,Georgetown,AA,26.24 ,0,11,45.28,199,0,0,0,0,2009
 242,Miss. Valley State,AA,25.75 ,3,8,41.68,211,0,0,0,0,2009
 243,Morehead State,AA,24.53 ,3,8,35.38,241,0,0,0,0,2009
 244,Savannah State,AA,19.28 ,2,8,39.07,233,0,0,0,0,2009
 245,Valparaiso,AA,15.58 ,1,10,38.24,236,0,0,0,0,2009
